row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
200,200,200,TÀI SẢN DÀI HẠN,,27.520.213.857.155,27.914.966.526.314,,,27520213857155.0,27914966526314.0
210,210,210,Các khoản phải thu dài hạn,,157.629.448.943,181.841.313.340,,,157629448943.0,181841313340.0
212,212,212,Trả trước cho người bán dài hạn,6(b),76.326.529.951,70.338.402.093,,,76326529951.0,70338402093.0
216,216,216,Phải thu dài hạn khác,7(b),81.302.918.992,111.502.911.247,,,81302918992.0,111502911247.0
220,220,220,Tài sản cố định,,14.797.770.696.430,16.492.141.315.177,,,14797770696430.0,16492141315177.0
221,221,221,Tài sản cố định hữu hình,11(a),14.470.834.291.494,16.149.612.942.634,,,14470834291494.0,16149612942634.0
222,222,222,Nguyên giá,,52.568.805.525.858,51.488.945.135.360,,,52568805525858.0,51488945135360.0
223,223,223,Giá trị khấu hao lũy kế,,(38.097.971.234.364),(35.339.332.192.726),,,-38097971234364.0,-35339332192726.0
227,227,227,Tài sản cố định vô hình,11(b),326.936.404.936,342.528.372.543,,,326936404936.0,342528372543.0
228,228,228,Nguyên giá,,531.074.780.079,502.441.897.806,,,531074780079.0,502441897806.0
229,229,229,Giá trị khấu hao lũy kế,,(204.138.375.143),(159.913.525.263),,,-204138375143.0,-159913525263.0
240,240,240,Tài sản dở dang dài hạn,,5.973.412.017.874,4.827.037.345.480,,,5973412017874.0,4827037345480.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,5.973.412.017.874,4.827.037.345.480,,12.0,5973412017874.0,4827037345480.0
250,250,250,Đầu tư tài chính dài hạn,,2.981.656.355.461,3.076.465.227.009,,,2981656355461.0,3076465227009.0
251,251,251,Đầu tư vào công ty con,4(b),3.603.294.844.342,3.562.870.071.633,,,3603294844342.0,3562870071633.0
252,252,252,Đầu tư vào công ty liên kết,4(c),284.460.000.000,284.460.000.000,,,284460000000.0,284460000000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,"4(b), 4(c)",(906.098.488.881),(770.864.844.624),,,-906098488881.0,-770864844624.0
260,260,260,Tài sản dài hạn khác,,3.609.745.338.447,3.337.481.325.308,,,3609745338447.0,3337481325308.0
261,261,261,Chi phí trả trước dài hạn,10(b),3.609.745.338.447,3.337.481.325.308,,,3609745338447.0,3337481325308.0
270,270,270,TỔNG TÀI SẢN,,80.241.871.459.610,77.006.081.562.544,,,80241871459610.0,77006081562544.0
