row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2022VND,2021VND,,,,
01,Mãsố > 01,01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHLợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,18.154.249.216.934,10.795.838.667.067,,,18154249216934.0,10795838667067.0
02,Mãsố > 02,02,"Khấu hao tài sản cố định (""TSCB"")",,2.818.145.942.458,2.927.012.109.125,,,2818145942458.0,2927012109125.0
03,Mãsố > 03,03,Các khoản dự phòng,,612.851.556.255,994.525.593.375,,,612851556255.0,994525593375.0
04,Mãsố > 04,04,Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,,74.443.661.622,(110.368.870.506),,,74443661622.0,-110368870506.0
05,Mãsố > 05,05,Lãi từ hoạt động đầu tư,,(1.419.292.036.522),(1.049.753.509.699),,,-1419292036522.0,-1049753509699.0
06,Mãsố > 06,06,Chi phí lãi vay,,332.805.158.327,303.782.721.652,,,332805158327.0,303782721652.0
08,Mãsố > 08,08,Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,,20.573.203.499.074,13.861.036.711.014,,,20573203499074.0,13861036711014.0
09,Mãsố > 09,09,Giảm/(tăng) các khoản phải thu,,1.235.269.026.015,(7.639.369.446.259),,,1235269026015.0,-7639369446259.0
10,Mãsố > 10,10,Tăng hàng tồn kho,,(941.163.097.503),(1.524.597.569.927),,,-941163097503.0,-1524597569927.0
11,Mãsố > 11,11,(Giảm)/tăng các khoản phải trả,,(3.674.216.074.261),7.776.011.113.827,,,-3674216074261.0,7776011113827.0
12,Mãsố > 12,12,Tăng chi phí trả trước,,(276.329.631.681),(2.766.203.366.780),,,-276329631681.0,-2766203366780.0
14,Mãsố > 14,14,Tiền lãi vay đã trả,,(533.835.592.947),(262.086.273.057),,,-533835592947.0,-262086273057.0
15,Mãsố > 15,15,Tiền thuế TNDN đã nộp,,(3.316.808.594.579),(2.172.312.806.323),,,-3316808594579.0,-2172312806323.0
17,Mãsố > 17,17,Tiền chi khác từ hoạt động kinh doanh,,(501.563.497.179),(201.683.716.661),,,-501563497179.0,-201683716661.0
20,Mãsố > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,12.564.556.036.939,7.070.794.645.834,,,12564556036939.0,7070794645834.0
21,Mãsố > 21,21,"LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰTiền chi để mua sắm, xây dựng TSCB vàcác tài sản dài hạn khác",,(1.950.124.817.859),(4.441.530.424.555),,,-1950124817859.0,-4441530424555.0
23,Mãsố > 23,23,Tiền chi gửi ngân hàng có kỳ hạn,,(39.988.673.735.678),(38.732.020.535.678),,,-39988673735678.0,-38732020535678.0
24,Mãsố > 24,24,Tiền thu hồi tiền gửi ngân hàng có kỳ hạn,,40.588.673.735.678,36.451.318.935.731,,,40588673735678.0,36451318935731.0
25,Mãsố > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(40.424.772.709),,,,-40424772709.0,
27,Mãsố > 27,27,"Tiền thu lãi tiền gửi, cổ tức và lợi nhuận được chia",,1.290.031.789.726,956.769.000.913,,,1290031789726.0,956769000913.0
30,Mãsố > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(100.517.800.842),(5.765.463.023.589),,,-100517800842.0,-5765463023589.0
33,Mãsố > 33,33,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNHTiền thu từ vay dài hạn,,1.227.035.729.001,6.096.882.791.065,,,1227035729001.0,6096882791065.0
34,Mãsố > 34,34,Tiền chi trả nợ gốc vay,,(3.329.136.727.490),(967.796.500.000),,,-3329136727490.0,-967796500000.0
36,Mãsố > 36,36,Tiền chi trả cổ tức cho chủ sở hữu,,(5.741.850.000.000),(5.741.850.000.000),,,-5741850000000.0,-5741850000000.0
40,Mãsố > 40,40,Lưu chuyển thuần từ hoạt động tài chính,,(7.843.950.998.489),(612.763.708.935),,,-7843950998489.0,-612763708935.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,4.620.087.237.608,692.567.913.310,,,4620087237608.0,692567913310.0
60,Mãsố > 60,60,Tiền và tương đương tiền đầu năm,3,3.427.433.244.185,2.737.279.719.110,,3.0,3427433244185.0,2737279719110.0
61,Mãsố > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đốingoại tệ,,999.018.093,(2.414.388.235),,,999018093.0,-2414388235.0
70,Mãsố > 70,70,Tiền và tương đương tiền cuối năm,3,8.048.519.499.886,3.427.433.244.185,,3.0,8048519499886.0,3427433244185.0
