row_label_raw,row_label_full,Công ty mẹ,Công ty mẹ_1,Công ty mẹ_2,numeric__Công ty mẹ_1,numeric__Công ty mẹ_2
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,1.459.520.688.856,2.109.745.264.552,1459520688856.0,2109745264552.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
Tổng Công ty Thăm dò và Khai thác Dầu khí,Các bên liên quan khác > Tổng Công ty Thăm dò và Khai thác Dầu khí,Tổng Công ty Thăm dò và Khai thác Dầu khí,14.897.618.812,8.053.692.787,14897618812.0,8053692787.0
Liên doanh Việt - Nga Vietsovpetro,Các bên liên quan khác > Liên doanh Việt - Nga Vietsovpetro,Liên doanh Việt - Nga Vietsovpetro,-,16.556.265.337,,16556265337.0
,,,1.474.418.307.668,2.134.355.222.676,1474418307668.0,2134355222676.0
