row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2022VND,2021VND,,,,
01,Mãsố > 01,01,Doanh thu bán hàng và cung cấp dịch vụ,,97.092.150.015.181,76.572.448.884.965,,,97092150015181.0,76572448884965.0
10,Mãsố > 10,10,Doanh thu thuần về bán hàng vàcung cấp dịch vụ,25,97.092.150.015.181,76.572.448.884.965,,25.0,97092150015181.0,76572448884965.0
11,Mãsố > 11,11,Giá vốn hàng bán và cung cấp dịch vụ,26,77.209.483.150.960,63.697.934.764.167,,26.0,77209483150960.0,63697934764167.0
20,Mãsố > 20,20,Lợi nhuận gộp về bán hàng và cung cấpdịch vụ (20 = 10 - 11),,19.882.666.864.221,12.874.514.120.798,,,19882666864221.0,12874514120798.0
21,Mãsố > 21,21,Doanh thu hoạt động tài chính,27,1.668.308.146.882,1.286.796.367.547,,27.0,1668308146882.0,1286796367547.0
22,Mãsố > 22,22,Chi phí tài chính,28,791.742.860.898,560.597.526.794,,28.0,791742860898.0,560597526794.0
23,Mãsố > 23,23,- Trong đó: Chi phí lãi vay,28,332.805.158.327,303.782.721.652,,28.0,332805158327.0,303782721652.0
25,Mãsố > 25,25,Chi phí bán hàng,29,1.853.363.860.693,1.530.474.704.402,,29.0,1853363860693.0,1530474704402.0
26,Mãsố > 26,26,Chi phí quản lý doanh nghiệp,30,796.602.940.359,1.297.028.831.836,,30.0,796602940359.0,1297028831836.0
30,Mãsố > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh(30 = 20 + 21 - 22 - 25 - 26),,18.109.265.349.153,10.773.209.425.313,,,18109265349153.0,10773209425313.0
31,Mãsố > 31,31,Thu nhập khác,,73.329.824.526,34.764.940.816,,,73329824526.0,34764940816.0
32,Mãsố > 32,32,Chi phí khác,,28.345.956.745,12.135.699.062,,,28345956745.0,12135699062.0
40,Mãsố > 40,40,Lợi nhuận khác (40 = 31 - 32),,44.983.867.781,22.629.241.754,,,44983867781.0,22629241754.0
50,Mãsố > 50,50,Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),,18.154.249.216.934,10.795.838.667.067,,,18154249216934.0,10795838667067.0
51,Mãsố > 51,51,Chi phí thuế thu nhập doanh nghiệp(“TNDN”) hiện hành,31,3.559.399.409.486,2.202.611.713.777,,31.0,3559399409486.0,2202611713777.0
52,Mãsố > 52,52,Thuế TNDN hoãn lại,31,-,-,,31.0,,
60,Mãsố > 60,60,Lợi nhuận sau thuế TNDN(60 = 50 - 51 - 52),,14.594.849.807.448,8.593.226.953.290,,,14594849807448.0,8593226953290.0
70,Mãsố > 70,70,Lãi cơ bản trên cổ phiếu,23(a),7.549,4.335,,,7549.0,4335.0
71,Mãsố > 71,71,Lãi suy giảm trên cổ phiếu,23(b),7.549,4.335,,,7549.0,4335.0
