row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá gốc,Đơn vị tính: VND > Giá trị hợp lý,Đơn vị tính: VND > Tỷ lệ sở hữu (%),Đơn vị tính: VND > Tỷ lệ biểu quyết (%),Đơn vị tính: VND > Giá gốc_1,Đơn vị tính: VND > Giá trị hợp lý_1,Đơn vị tính: VND > Tỷ lệ sở hữu (%)_1,Đơn vị tính: VND > Tỷ lệ biểu quyết (%)_1,numeric__Đơn vị tính: VND > Giá gốc,numeric__Đơn vị tính: VND > Giá trị hợp lý,numeric__Đơn vị tính: VND > Tỷ lệ sở hữu (%),numeric__Đơn vị tính: VND > Tỷ lệ biểu quyết (%),numeric__Đơn vị tính: VND > Giá gốc_1,numeric__Đơn vị tính: VND > Giá trị hợp lý_1,numeric__Đơn vị tính: VND > Tỷ lệ sở hữu (%)_1,numeric__Đơn vị tính: VND > Tỷ lệ biểu quyết (%)_1
Công ty Cổ phần Thủy điện A Vương Công ty Cổ phần Thủy điện Sông Ba Hạ,Công ty Cổ phần Thủy điện A Vương Công ty Cổ phần Thủy điện Sông Ba Hạ,Công ty Cổ phần Thủy điện A Vương Công ty Cổ phần Thủy điện Sông Ba Hạ,24.560.000.000,133.115.200.000,"3,27","3,27",24.560.000.000,149.328.095.100,"3,27","3,27",24560000000.0,133115200000.0,3.27,3.27,24560000000.0,149328095100.0,3.27,3.27
Công ty Cổ phần Thủy điện A Vương Công ty Cổ phần Thủy điện Sông Ba Hạ,Công ty Cổ phần Thủy điện A Vương Công ty Cổ phần Thủy điện Sông Ba Hạ,Công ty Cổ phần Thủy điện A Vương Công ty Cổ phần Thủy điện Sông Ba Hạ,12.800.000.000,63.744.000.000,"1,03","1,03",12.800.000.000,73.984.000.000,"1,03","1,03",12800000000.0,63744000000.0,1.03,1.03,12800000000.0,73984000000.0,1.03,1.03
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,37.360.000.000,196.859.200.000,,,37.360.000.000,223.312.095.100,,,37360000000.0,196859200000.0,,,37360000000.0,223312095100.0,,
