row_label_raw,row_label_full,col_0,col_1,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__col_1,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Ông Lê Văn Quang,Ông Lê Văn Quang,Ông Lê Văn Quang,Chủ tịch HĐQT,984.812.712,1.149.029.000,,984812712.0,1149029000.0
Ông Đặng Văn Cường,Ông Đặng Văn Cường,Ông Đặng Văn Cường,"Thành viên HĐQT, Tổng Giám đốc",947.482.572,1.105.560.000,,947482572.0,1105560000.0
Ông Đỗ Minh Lộc,Ông Đỗ Minh Lộc,Ông Đỗ Minh Lộc,"Thành viên HĐQT, Phó Tổng Giám đốc",843.700.632,983.904.500,,843700632.0,983904500.0
Ông Nguyễn Đình Chiến,Ông Nguyễn Đình Chiến,Ông Nguyễn Đình Chiến,Phó Tổng Giám đốc,843.700.632,983.904.500,,843700632.0,983904500.0
Bà Đình Hải Ninh,Bà Đình Hải Ninh,Bà Đình Hải Ninh,Trường ban kiểm soát,168.910.272,187.647.000,,168910272.0,187647000.0
Ông Nguyễn Đăng Dung,Ông Nguyễn Đăng Dung,Ông Nguyễn Đăng Dung,Trường ban kiểm soát (Miễn nhiệm ngày 27 tháng 4 năm 2023),-,79.269.702,,,79269702.0
Ông Phạm Việt Kỳ,Ông Phạm Việt Kỳ,Ông Phạm Việt Kỳ,Thành viên ban kiểm soát chuyên trách,764.195.640,899.143.000,,764195640.0,899143000.0
Ông Đăng Văn Minh,Ông Đăng Văn Minh,Ông Đăng Văn Minh,Thành viên ban kiểm soát,161.872.344,179.829.000,,161872344.0,179829000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,4.714.674.804,5.568.286.702,,4714674804.0,5568286702.0
