row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm(Phân loại lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Phân loại lại)
300,300,300,C. NỘ PHẢI TRẢ,,2.212.493.304.552,2.735.990.711.823,,,2212493304552.0,2735990711823.0
310,310,310,I. Nợ ngắn hạn,,935.126.828.876,1.328.584.847.404,,,935126828876.0,1328584847404.0
311,311,311,1. Phải trả người bán ngắn hạn,14,72.932.339.765,146.095.934.134,,14.0,72932339765.0,146095934134.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,574.703.982,240.636.582,,,574703982.0,240636582.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,15,176.851.612.970,135.586.722.201,,15.0,176851612970.0,135586722201.0
314,314,314,4. Phải trả người lao động,,26.256.092.216,37.294.280.150,,,26256092216.0,37294280150.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,16,11.223.292.743,13.281.341.092,,16.0,11223292743.0,13281341092.0
319,319,319,6. Phải trả ngắn hạn khác,17,508.665.171.333,845.540.888.494,,17.0,508665171333.0,845540888494.0
320,320,320,7. Vay ngắn hạn,18,115.493.643.244,130.389.844.451,,18.0,115493643244.0,130389844451.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",20,23.129.972.623,20.155.200.300,,20.0,23129972623.0,20155200300.0
330,330,330,II. Nợ dài hạn,,1.277.366.475.676,1.407.405.864.419,,,1277366475676.0,1407405864419.0
338,338,338,1. Vay dài hạn,18,1.277.366.475.676,1.407.405.864.419,,18.0,1277366475676.0,1407405864419.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.265.267.361.868,5.283.139.117.229,,,5265267361868.0,5283139117229.0
410,410,410,I. Vốn chủ sở hữu,19,5.265.267.361.868,5.283.139.117.229,,19.0,5265267361868.0,5283139117229.0
411,411,411,1. Vốn cổ phần đã phát hành,,4.224.000.000.000,4.224.000.000.000,,,4224000000000.0,4224000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.224.000.000.000,4.224.000.000.000,,,4224000000000.0,4224000000000.0
418,418,418,2. Quỹ đầu tư phát triển,,501.180.626.722,500.620.626.722,,,501180626722.0,500620626722.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,483.560.619.194,500.485.070.048,,,483560619194.0,500485070048.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,87.681.439.639,51.400.268.411,,,87681439639.0,51400268411.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,395.879.179.555,449.084.801.637,,,395879179555.0,449084801637.0
429,429,429,4. Lợi ích cổ đông không kiểm soát,,56.526.115.952,58.033.420.459,,,56526115952.0,58033420459.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,7.477.760.666.420,8.019.129.829.052,,,7477760666420.0,8019129829052.0
