row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm nay_1,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm nay_1
3436,3436,3436,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNHTiền trả nợ gốc vayCổ tức đã trả cho cổ đông,,(118.947.483.835)(1.208.440.000.000),(221.295.679.292)(1.440.960.000.000),,,,
3436,3436,3436,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNHTiền trả nợ gốc vayCổ tức đã trả cho cổ đông,,(118.947.483.835)(1.208.440.000.000),(221.295.679.292)(1.440.960.000.000),,,,
3436,3436,3436,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNHTiền trả nợ gốc vayCổ tức đã trả cho cổ đông,,(118.947.483.835)(1.208.440.000.000),(221.295.679.292)(1.440.960.000.000),,,,
3436,3436,3436,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNHTiền trả nợ gốc vayCổ tức đã trả cho cổ đông,,(118.947.483.835)(1.208.440.000.000),(221.295.679.292)(1.440.960.000.000),,,,
40,3436 > 40,40,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,,(1.327.387.483.835),(1.662.255.679.292),,,-1327387483835.0,-1662255679292.0
40,3436 > 40,40,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,,(1.327.387.483.835),(1.662.255.679.292),,,-1327387483835.0,-1662255679292.0
50,3436 > 50,50,Lưu chuyển tiền và tương đương tiền thuần trong năm,,68.392.067.187,(672.426.272.884),,,68392067187.0,-672426272884.0
60,3436 > 60,60,Tiền và tương đương tiền đầu năm,,536.186.291.363,1.208.606.920.989,,,536186291363.0,1208606920989.0
61,3436 > 61,61,Ảnh hưởng của tỉ giá hối đoái quy đổi ngoại tệ,,5.508.457,5.643.258,,,5508457.0,5643258.0
70,3436 > 70,70,Tiền và tương đương tiền cuối năm,4,604.583.867.007,536.186.291.363,,4.0,604583867007.0,536186291363.0
