row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Phát sinh trong năm > Tăng,Phát sinh trong năm > Giảm,Phát sinh trong năm > Chênh lệch tỷ giá,Đơn vị tính: VND > Số đầu năm > Giá trị,Đơn vị tính: VND > Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Phát sinh trong năm > Tăng,numeric__Phát sinh trong năm > Giảm,numeric__Phát sinh trong năm > Chênh lệch tỷ giá,numeric__Đơn vị tính: VND > Số đầu năm > Giá trị,numeric__Đơn vị tính: VND > Số đầu năm > Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,,,
Vay dài hạn đến hạn trả(Thuyết minh số 18.1),Vay ngắn hạn > Vay dài hạn đến hạn trả(Thuyết minh số 18.1),Vay dài hạn đến hạn trả(Thuyết minh số 18.1),130.389.844.451,130.389.844.451,105.017.223.773,(118.947.483.835),(965.941.145),115.493.643.244,115.493.643.244,130389844451.0,130389844451.0,105017223773.0,-118947483835.0,-965941145.0,115493643244.0,115493643244.0
TỔNG CỘNG,Vay ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,130.389.844.451,130.389.844.451,105.017.223.773,(118.947.483.835),(965.941.145),115.493.643.244,115.493.643.244,130389844451.0,130389844451.0,105017223773.0,-118947483835.0,-965941145.0,115493643244.0,115493643244.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,,,,
Vay dài hạn(Thuyết minh số 18.1),Vay dài hạn > Vay dài hạn(Thuyết minh số 18.1),Vay dài hạn(Thuyết minh số 18.1),1.407.405.864.419,1.407.405.864.419,-,(105.017.223.773),(25.022.164.970),1.277.366.475.676,1.277.366.475.676,1407405864419.0,1407405864419.0,,-105017223773.0,-25022164970.0,1277366475676.0,1277366475676.0
Vay dài hạn(Thuyết minh số 18.1),Vay dài hạn > Vay dài hạn(Thuyết minh số 18.1),Vay dài hạn(Thuyết minh số 18.1),1.407.405.864.419,1.407.405.864.419,-,(105.017.223.773),(25.022.164.970),1.277.366.475.676,1.277.366.475.676,1407405864419.0,1407405864419.0,,-105017223773.0,-25022164970.0,1277366475676.0,1277366475676.0
TỔNG CỘNG,Vay dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.537.795.708.870,1.537.795.708.870,105.017.223.773,(223.964.707.608),(25.988.106.115),1.392.860.118.920,1.392.860.118.920,1537795708870.0,1537795708870.0,105017223773.0,-223964707608.0,-25988106115.0,1392860118920.0,1392860118920.0
