row_label_raw,row_label_full,Lợi nhuận kế toán trước thuế trong năm,Năm 2019VND > 409.302.295.835,Năm 2018VND > 296.022.977.262,numeric__Năm 2019VND > 409.302.295.835,numeric__Năm 2018VND > 296.022.977.262
Cộng: Các khoản điều chỉnh tăng,Cộng: Các khoản điều chỉnh tăng,Cộng: Các khoản điều chỉnh tăng,923.060.099,1.440.893.494,923060099.0,1440893494.0
Trừ: Thu nhập được miễn thuế,Trừ: Thu nhập được miễn thuế,Trừ: Thu nhập được miễn thuế,(199.507.083.123),(281.014.091.504),-199507083123.0,-281014091504.0
Thu nhập tính thuế từ hoạt động kinh doanh,Thu nhập tính thuế từ hoạt động kinh doanh,Thu nhập tính thuế từ hoạt động kinh doanh,210.718.272.811,16.449.779.252,210718272811.0,16449779252.0
Thuế suất thuế TNDN hiện hành,Thuế suất thuế TNDN hiện hành,Thuế suất thuế TNDN hiện hành,20%,20%,0.2,0.2
Chi phí thuế TNDN tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế TNDN tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế TNDN tính trên thu nhập chịu thuế năm hiện hành,42.143.654.562,3.289.955.850,42143654562.0,3289955850.0
