row_label_raw,row_label_full,col_0,Tại ngày 31/12/2019VND > Giá gốc,Tại ngày 31/12/2019VND > Giá trị hợp lý,Tại ngày 31/12/2019VND > Dự phòng,Tại ngày 01/01/2019VND > Giá gốc,Tại ngày 01/01/2019VND > Giá trị hợp lý,Tại ngày 01/01/2019VND > Dự phòng,numeric__Tại ngày 31/12/2019VND > Giá gốc,numeric__Tại ngày 31/12/2019VND > Giá trị hợp lý,numeric__Tại ngày 31/12/2019VND > Dự phòng,numeric__Tại ngày 01/01/2019VND > Giá gốc,numeric__Tại ngày 01/01/2019VND > Giá trị hợp lý,numeric__Tại ngày 01/01/2019VND > Dự phòng
Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,,,,,,
Công ty Cổ phần SonadeziLong Bình,Đầu tư vào công ty liên kết: > Công ty Cổ phần SonadeziLong Bình,Công ty Cổ phần SonadeziLong Bình,172.866.022.000,414.623.300.000,-,-,(*),-,172866022000.0,414623300000.0,,,,
Công ty Cổ phần SonadeziChâu Đức,Đầu tư vào công ty liên kết: > Công ty Cổ phần SonadeziChâu Đức,Công ty Cổ phần SonadeziChâu Đức,488.352.527.264,829.068.000.000,-,488.352.527.264,(*),-,488352527264.0,829068000000.0,,488352527264.0,,
Công ty Cổ phần Đầu tư Quốclộ 91 Cần Thơ - An Giang,Đầu tư vào công ty liên kết: > Công ty Cổ phần Đầu tư Quốclộ 91 Cần Thơ - An Giang,Công ty Cổ phần Đầu tư Quốclộ 91 Cần Thơ - An Giang,112.000.000.000,(*),4.202.589.755,112.000.000.000,(*),852.393.864,112000000000.0,,4202589755.0,112000000000.0,,852393864.0
Trường Cao đẳng Công nghệvà Quản trị Sonadezi,Đầu tư vào công ty liên kết: > Trường Cao đẳng Công nghệvà Quản trị Sonadezi,Trường Cao đẳng Công nghệvà Quản trị Sonadezi,33.436.575.595,(*),2.293.338.660,33.436.575.595,(*),1.602.689.945,33436575595.0,,2293338660.0,33436575595.0,,1602689945.0
Công ty Cổ phần SonadeziAn Bình,Đầu tư vào công ty liên kết: > Công ty Cổ phần SonadeziAn Bình,Công ty Cổ phần SonadeziAn Bình,29.841.520.005,(*),-,29.841.520.005,(*),-,29841520005.0,,,29841520005.0,,
Công ty Cổ phần Kinh doanhnhà Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Kinh doanhnhà Đồng Nai,Công ty Cổ phần Kinh doanhnhà Đồng Nai,21.578.551.008,(*),-,-,-,-,21578551008.0,,,,,
Công ty Cổ phần Xây dựngĐồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Xây dựngĐồng Nai,Công ty Cổ phần Xây dựngĐồng Nai,12.524.493.524,(*),-,12.556.802.285,(*),-,12524493524.0,,,12556802285.0,,
Công ty Cổ phần Dịch vụSonadezi,Đầu tư vào công ty liên kết: > Công ty Cổ phần Dịch vụSonadezi,Công ty Cổ phần Dịch vụSonadezi,12.600.000.000,19.340.909.091,-,12.600.000.000,15.275.000.000,-,12600000000.0,19340909091.0,,12600000000.0,15275000000.0,
Công ty Cổ phần SơnĐồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần SơnĐồng Nai,Công ty Cổ phần SơnĐồng Nai,10.295.294.400,13.119.667.200,-,10.295.294.400,19.770.609.600,-,10295294400.0,13119667200.0,,10295294400.0,19770609600.0,
Công ty Cổ phần Xây dựngĐân dụng Công nghiệp Số 1 -Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Xây dựngĐân dụng Công nghiệp Số 1 -Đồng Nai,Công ty Cổ phần Xây dựngĐân dụng Công nghiệp Số 1 -Đồng Nai,7.489.690.056,(*),-,7.489.690.056,(*),-,7489690056.0,,,7489690056.0,,
Công ty Cổ phần Bến xe vàDịch vụ Vận tải Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Bến xe vàDịch vụ Vận tải Đồng Nai,Công ty Cổ phần Bến xe vàDịch vụ Vận tải Đồng Nai,-,-,-,8.045.519.909,(*),-,,,,8045519909.0,,
Cộng,Đầu tư vào công ty liên kết: > Cộng,Cộng,900.984.673.852,,6.495.928.415,714.617.929.514,,2.455.083.809,900984673852.0,,6495928415.0,714617929514.0,,2455083809.0
