row_label_raw,row_label_full,STT,Tên,Địa chỉ,Ngành nghề chính,Tỷ lệ vốn góp,numeric__Tên,numeric__Địa chỉ,numeric__Ngành nghề chính,numeric__Tỷ lệ vốn góp
Công ty con trực tiếp:,Công ty con trực tiếp:,Công ty con trực tiếp:,Công ty con trực tiếp:,Công ty con trực tiếp:,Công ty con trực tiếp:,Công ty con trực tiếp:,,,,
1.,Công ty con trực tiếp: > 1.,1.,Công ty Cổ phần Cấp nước Đồng Nai,"48 Cách Mạng Tháng Tám, P. Quyết Thắng, TP. Biên Hòa, Tĩnh Đồng Nai",Khai thác nước sạch,"63,99%",,,,0.6399
2.,Công ty con trực tiếp: > 2.,2.,Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2,"H22 Võ Thị Sáu, P.Thống Nhất, TP. Biên Hòa, Tĩnh Đồng Nai","Đầu tư xây dựng, kinh doanh bất động sản, cho thuê Khu công nghiệp","57,82%",,,,0.5782
3.,Công ty con trực tiếp: > 3.,3.,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,"138 Nguyễn Ái Quốc, P. Tràng Dài, TP. Biên Hoà, Tĩnh Đồng Nai",Sản xuất công nghiệp và dịch vụ,"52,29%",,,,0.5229
4.,Công ty con trực tiếp: > 4.,4.,Công ty Cổ phần Cằng Đồng Nai,"1B-D3 Khu phố Bình Dương, P. Long Bình Tân, TP. Biên Hòa, Tĩnh Đồng Nai",Kinh doanh dịch vụ cảng biển,"51,00%",,,,0.51
5.,Công ty con trực tiếp: > 5.,5.,Công ty Cổ phần Sonadezi Long Thành,"Đường 5, KCN Long Thành, Xã Tam An, Huyện Long Thành, Tĩnh Đồng Nai","Đầu tư xây dựng, kinh doanh bất động sản, cho thuê Khu công nghiệp","51,19%",,,,0.5119
6.,Công ty con trực tiếp: > 6.,6.,Công ty Cổ phần Môi trường Sonadezi,"12 Huỳnh Văn Nghệ, P.Bửu Long, TP. Biên Hòa, Tĩnh Đồng Nai.",Dịch vụ đô thị môi trường,"64,04%",,,,0.6404000000000001
7.,Công ty con trực tiếp: > 7.,7.,Công ty Cổ phần Sonadezi Giang Điền,"Số 1, Đường 1, KCN Biên Hòa 1, P. An Bình, TP. Biên Hòa","Đầu tư xây dựng, kinh doanh bất động sản, cho thuê Khu công nghiệp","51,00%",,,,0.51
