row_label_raw,row_label_full,CHỈ TIÊU,Mã số,TM,Năm 2019,Năm 2018,numeric__Mã số,numeric__TM,numeric__Năm 2019,numeric__Năm 2018
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1,5.1,122.935.074.676,52.084.607.689,1.0,51.0,122935074676.0,52084607689.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2,,-,-,2.0,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,122.935.074.676,52.084.607.689,10.0,,122935074676.0,52084607689.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,5.2,67.074.451.925,46.388.170.475,11.0,52.0,67074451925.0,46388170475.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,55.860.622.751,5.696.437.214,20.0,,55860622751.0,5696437214.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,5.3,404.835.614.882,332.725.166.810,21.0,53.0,404835614882.0,332725166810.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,5.4,5.186.667.422,1.092.817.691,22.0,54.0,5186667422.0,1092817691.0
"Trong đó, chi phí lãi vay","Trong đó, chi phí lãi vay","Trong đó, chi phí lãi vay",23,,22.411.773,-,23.0,,22411773.0,
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,,832.525.082,-,25.0,,832525082.0,
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,5.5,45.503.783.875,41.357.086.635,26.0,55.0,45503783875.0,41357086635.0
10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,30,,409.173.261.254,295.971.699.698,30.0,,409173261254.0,295971699698.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,154.567.835,51.277.564,31.0,,154567835.0,51277564.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,25.533.254,-,32.0,,25533254.0,
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,129.034.581,51.277.564,40.0,,129034581.0,51277564.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,409.302.295.835,296.022.977.262,50.0,,409302295835.0,296022977262.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,5.7,42.143.654.562,3.289.955.850,51.0,57.0,42143654562.0,3289955850.0
16. Lợi nhuận sau thuế thu nhập doanh nghiệp,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,367.158.641.273,292.733.021.412,60.0,,367158641273.0,292733021412.0
