row_label_raw,row_label_full,col_0,Tại ngày 31/12/2019VND > Giá trị,Tại ngày 31/12/2019VND > Dự phòng,Tại ngày 01/01/2019VND > Giá trị,Tại ngày 01/01/2019VND > Dự phòng,numeric__Tại ngày 31/12/2019VND > Giá trị,numeric__Tại ngày 31/12/2019VND > Dự phòng,numeric__Tại ngày 01/01/2019VND > Giá trị,numeric__Tại ngày 01/01/2019VND > Dự phòng
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,,,
Phải thu khác đối với thu nhập từ cổ tức được chia từ phần vốn Nhà nước đầu tư tại doanh nghiệp còn thừa,Ngắn hạn: > Phải thu khác đối với thu nhập từ cổ tức được chia từ phần vốn Nhà nước đầu tư tại doanh nghiệp còn thừa,Phải thu khác đối với thu nhập từ cổ tức được chia từ phần vốn Nhà nước đầu tư tại doanh nghiệp còn thừa,-,-,100.000.000.000,-,,,100000000000.0,
Phải thu Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDCO - Mỏ Đá Xuân Hòa,Ngắn hạn: > Phải thu Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDCO - Mỏ Đá Xuân Hòa,Phải thu Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDCO - Mỏ Đá Xuân Hòa,7.695.886.105,-,869.976.742,-,7695886105.0,,869976742.0,
Dự thu lãi tiền gửi,Ngắn hạn: > Dự thu lãi tiền gửi,Dự thu lãi tiền gửi,24.049.865.000,-,18.319.020.000,-,24049865000.0,,18319020000.0,
Phải thu người lao động,Ngắn hạn: > Phải thu người lao động,Phải thu người lao động,49.000.000,-,47.000.000,-,49000000.0,,47000000.0,
"Ký quỹ, ký cược","Ngắn hạn: > Ký quỹ, ký cược","Ký quỹ, ký cược",25.000.000.000,,-,-,25000000000.0,,,
Phải thu khác,Ngắn hạn: > Phải thu khác,Phải thu khác,1.311.847.582,-,2.348.914.903,-,1311847582.0,,2348914903.0,
Cộng,Ngắn hạn: > Cộng,Cộng,58.106.598.687,-,121.584.911.645,-,58106598687.0,,121584911645.0,
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,,,
Phải thu khác từ bên liên quan - Xem thêm mục 7,Dài hạn: > Phải thu khác từ bên liên quan - Xem thêm mục 7,Phải thu khác từ bên liên quan - Xem thêm mục 7,1.031.515.500,-,1.031.515.500,-,1031515500.0,,1031515500.0,
