row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2019,Tại ngày 01/01/2019,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2019,numeric__Tại ngày 01/01/2019
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,1.204.820.731.387,780.926.560.869,100.0,,1204820731387.0,780926560869.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4.1,184.163.534.227,52.750.587.126,110.0,41.0,184163534227.0,52750587126.0
1. Tiền,1. Tiền,1. Tiền,111,,184.163.534.227,7.750.587.126,111.0,,184163534227.0,7750587126.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,-,45.000.000.000,112.0,,,45000000000.0
II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,120,4.2,900.833.000.000,562.980.000.000,120.0,42.0,900833000000.0,562980000000.0
1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,123,,900.833.000.000,562.980.000.000,123.0,,900833000000.0,562980000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,88.563.935.340,132.350.526.848,130.0,,88563935340.0,132350526848.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,4.3,32.228.127.996,10.917.904.851,131.0,43.0,32228127996.0,10917904851.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,,1.753.679.850,1.358.879.500,132.0,,1753679850.0,1358879500.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,4.4,58.106.598.687,121.584.911.645,136.0,44.0,58106598687.0,121584911645.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,4.5,(3.524.471.193),(1.511.169.148),137.0,45.0,-3524471193.0,-1511169148.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,4.6,11.002.166.193,11.553.907.913,140.0,46.0,11002166193.0,11553907913.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,11.002.166.193,11.553.907.913,141.0,,11002166193.0,11553907913.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,20.258.095.627,21.291.538.982,150.0,,20258095627.0,21291538982.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,4.11,20.256.010.622,17.199.728.067,151.0,411.0,20256010622.0,17199728067.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,-,2.032.049.118,152.0,,,2032049118.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,4.13,2.085.005,2.059.761.797,153.0,413.0,2085005.0,2059761797.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,3.080.996.922.360,3.345.175.637.356,200.0,,3080996922360.0,3345175637356.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.231.515.500,1.231.515.500,210.0,,1231515500.0,1231515500.0
1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,212,,200.000.000,200.000.000,212.0,,200000000.0,200000000.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,4.4,1.031.515.500,1.031.515.500,216.0,44.0,1031515500.0,1031515500.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,14.783.793.051,15.083.668.210,220.0,,14783793051.0,15083668210.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,4.7,4.062.501.151,3.489.850.358,221.0,47.0,4062501151.0,3489850358.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,12.486.698.202,11.815.087.755,222.0,,12486698202.0,11815087755.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(8.424.197.051),(8.325.237.397),223.0,,-8424197051.0,-8325237397.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,4.8,10.721.291.900,11.593.817.852,227.0,48.0,10721291900.0,11593817852.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,15.044.154.086,15.044.154.086,228.0,,15044154086.0,15044154086.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(4.322.862.186),(3.450.336.234),229.0,,-4322862186.0,-3450336234.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,4.9,6.126.842.533,4.696.906.289,230.0,49.0,6126842533.0,4696906289.0
1. Nguyên giá,1. Nguyên giá,1. Nguyên giá,231,,115.223.620.392,111.591.373.512,231.0,,115223620392.0,111591373512.0
2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,232,,(109.096.777.859),(106.894.467.223),232.0,,-109096777859.0,-106894467223.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,5.178.123.066,5.024.958.339,240.0,,5178123066.0,5024958339.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,4.10,5.178.123.066,5.024.958.339,242.0,410.0,5178123066.0,5024958339.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,4.2,2.832.062.789.948,3.060.727.416.615,250.0,42.0,2832062789948.0,3060727416615.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,1.807.795.570.217,2.148.433.027.300,251.0,,1807795570217.0,2148433027300.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,900.984.673.852,714.617.929.514,252.0,,900984673852.0,714617929514.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,129.778.474.294,201.224.785.280,253.0,,129778474294.0,201224785280.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,,(6.495.928.415),(3.548.325.479),254.0,,-6495928415.0,-3548325479.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,221.613.858.262,258.411.172.403,260.0,,221613858262.0,258411172403.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,4.11,221.613.858.262,258.411.172.403,261.0,411.0,221613858262.0,258411172403.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,4.285.817.653.747,4.126.102.198.225,270.0,,4285817653747.0,4126102198225.0
