row_label_raw,row_label_full,Khoản mục > Nguyên giá:Tại ngày 01/01/2019 > Mua trong năm,"Nhà cửa,vật kiến trúcVND > 3.646.591.259 > -","Phương tiệnvận tải,truyền dẫnVND > 6.559.079.481 > 1.163.727.272","Thiết bị,dụng cụquản lýVND > 1.609.417.015 > 154.500.000",CộngVND > 11.815.087.755 > 1.318.227.272,"numeric__Nhà cửa,vật kiến trúcVND > 3.646.591.259 > -","numeric__Phương tiệnvận tải,truyền dẫnVND > 6.559.079.481 > 1.163.727.272","numeric__Thiết bị,dụng cụquản lýVND > 1.609.417.015 > 154.500.000",numeric__CộngVND > 11.815.087.755 > 1.318.227.272
"Thanh lý, nhượng bán","Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(415.448.810),(231.168.015),(646.616.825),,-415448810.0,-231168015.0,-646616825.0
Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,3.646.591.259,7.307.357.943,1.532.749.000,12.486.698.202,3646591259.0,7307357943.0,1532749000.0,12486698202.0
Giá trị hao mòn lũy kế:Tại ngày 01/01/2019,Giá trị hao mòn lũy kế:Tại ngày 01/01/2019,Giá trị hao mòn lũy kế:Tại ngày 01/01/2019,3.646.591.259,3.447.716.378,1.230.929.760,8.325.237.397,3646591259.0,3447716378.0,1230929760.0,8325237397.0
Khấu hao trong năm,Khấu hao trong năm,Khấu hao trong năm,-,603.125.001,142.451.478,745.576.479,,603125001.0,142451478.0,745576479.0
"Thanh lý, nhượng bán","Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(415.448.810),(231.168.015),(646.616.825),,-415448810.0,-231168015.0,-646616825.0
Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,3.646.591.259,3.635.392.569,1.142.213.223,8.424.197.051,3646591259.0,3635392569.0,1142213223.0,8424197051.0
Giá trị còn lại:Tại ngày 01/01/2019,Giá trị còn lại:Tại ngày 01/01/2019,Giá trị còn lại:Tại ngày 01/01/2019,-,3.111.363.103,378.487.255,3.489.850.358,,3111363103.0,378487255.0,3489850358.0
Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,-,3.671.965.374,390.535.777,4.062.501.151,,3671965374.0,390535777.0,4062501151.0
