row_label_raw,row_label_full,Bà Nguyễn Thủy Vân > Ông Nguyễn Đăng Thanh,Chủ tịch,bổ nhiệm ngày 30 tháng 6 năm 2020 > từ nhiệm ngày 29 tháng 6 năm 2020,numeric__Chủ tịch,numeric__bổ nhiệm ngày 30 tháng 6 năm 2020 > từ nhiệm ngày 29 tháng 6 năm 2020
Ông Bửi Tiến Thắng,Ông Bửi Tiến Thắng,Ông Bửi Tiến Thắng,Phó Chủ tịch,,,
Bà Trần Thiên Thanh Thủy,Bà Trần Thiên Thanh Thủy,Bà Trần Thiên Thanh Thủy,Thành viên độc lập,,,
Ông Phạm Phú Tuấn,Ông Phạm Phú Tuấn,Ông Phạm Phú Tuấn,Thành viên,bổ nhiệm ngày 29 tháng 6 năm 2020,,
Ông Nguyễn Thành Chương,Ông Nguyễn Thành Chương,Ông Nguyễn Thành Chương,Thành viên độc lập,bổ nhiệm ngày 29 tháng 6 năm 2020,,
Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Thành viên,bổ nhiệm ngày 29 tháng 6 năm 2020,,
Ông Lâm Minh Châu,Ông Lâm Minh Châu,Ông Lâm Minh Châu,Thành viên,từ nhiệm ngày 29 tháng 6 năm 2020,,
Bà Trần Yến Duyên,Bà Trần Yến Duyên,Bà Trần Yến Duyên,Thành viên,từ nhiệm ngày 29 tháng 6 năm 2020,,
