row_label_raw,row_label_full,Công ty Cổ phần May Tiến Phát,Công ty liên kết,Cho vay,939.506.700.000,1.039.465.000.000,numeric__Công ty liên kết,numeric__Cho vay,numeric__939.506.700.000,numeric__1.039.465.000.000
Công ty Cổ phần Đầu tư Bắt động sản 66,Công ty Cổ phần Đầu tư Bắt động sản 66,Công ty Cổ phần Đầu tư Bắt động sản 66,Bên liên quan,Cho vay,104.420.000.000,85.700.000.000,,,104420000000.0,85700000000.0
Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty trong cùng Tập đoàn,Cho vay,88.500.000.000,88.500.000.000,,,88500000000.0,88500000000.0
Công ty Cổ phần Sản xuất Xây dựng Dịch vụ Hoa Đồng,Công ty Cổ phần Sản xuất Xây dựng Dịch vụ Hoa Đồng,Công ty Cổ phần Sản xuất Xây dựng Dịch vụ Hoa Đồng,Bên liên quan,Cho vay,86.100.000.000,14.328.000.000,,,86100000000.0,14328000000.0
Công ty Cổ phần Đầu tư Phát triển Tân Sơn Nhất,Công ty Cổ phần Đầu tư Phát triển Tân Sơn Nhất,Công ty Cổ phần Đầu tư Phát triển Tân Sơn Nhất,Bên liên quan,Cho vay,35.540.000.000,-,,,35540000000.0,
Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty trong cùng Tập đoàn,Cho vay,28.000.000.000,13.663.095.887,,,28000000000.0,13663095887.0
Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Bên liên quan,Cho vay,6.525.694.445,6.525.694.445,,,6525694445.0,6525694445.0
Công ty TNHH MTV Đầu tư Phát triển Bắt động sản Hùng Anh Năm,Công ty TNHH MTV Đầu tư Phát triển Bắt động sản Hùng Anh Năm,Công ty TNHH MTV Đầu tư Phát triển Bắt động sản Hùng Anh Năm,Công ty con,Cho vay,-,133.460.000.000,,,,133460000000.0
,,,,,1.288.592.394.445,1.381.641.790.332,,,1288592394445.0,1381641790332.0
