row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,87.540.554.755,35.586.218.565,87540554755.0,35586218565.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,52.176.228.227,13.267.519.989,52176228227.0,13267519989.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,17.568.244.209,6.515.999.360,17568244209.0,6515999360.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,9.309.519.087,11.020.190.561,9309519087.0,11020190561.0
Chi phí khác,Chi phí khác,Chi phí khác,8.486.563.232,4.782.508.655,8486563232.0,4782508655.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,65.385.010.491,127.109.345.609,65385010491.0,127109345609.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,28.118.906.381,35.964.106.976,28118906381.0,35964106976.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,17.604.850.656,71.108.295.462,17604850656.0,71108295462.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,1.698.926.297,2.411.587.173,1698926297.0,2411587173.0
Chi phí thiết bị văn phòng,Chi phí thiết bị văn phòng,Chi phí thiết bị văn phòng,994.830.198,2.376.698.205,994830198.0,2376698205.0
Chi phí khác,Chi phí khác,Chi phí khác,16.967.496.959,15.248.657.793,16967496959.0,15248657793.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,152.925.565.246,162.695.564.174,152925565246.0,162695564174.0
