row_label_raw,row_label_full,Công ty TNHH MTVKinh doanh Dịch vụĐịa ốc Sài GònThương Tín,Công ty con,Bán hàng hóa và dịch vụ,88.633.449.797,88.633.449.797_1,numeric__Công ty con,numeric__Bán hàng hóa và dịch vụ,numeric__88.633.449.797,numeric__88.633.449.797_1
Công ty TNHH ThươngTín - CJ Cầu Tre,Công ty TNHH ThươngTín - CJ Cầu Tre,Công ty TNHH ThươngTín - CJ Cầu Tre,Công ty con,Bán hàng hóa và dịch vụ,-,400.000.000,,,,400000000.0
Công ty Cổ phầnThương mại NguyễnKim Đà Nẵng,Công ty Cổ phầnThương mại NguyễnKim Đà Nẵng,Công ty Cổ phầnThương mại NguyễnKim Đà Nẵng,Công ty con,Bán hàng hóa và dịch vụ,-,132.585.200,,,,132585200.0
,,,,,88.633.449.797,89.166.034.997,,,88633449797.0,89166034997.0
