row_label_raw,row_label_full,col_0,Số suối năm,VND Số đầu năm,numeric__Số suối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,263.535.434.711,264.137.156.514,263535434711.0,264137156514.0
Chi phí xây dựng dự án,Chi phí xây dựng dự án,Chi phí xây dựng dự án,227.742.828.860,197.009.309.229,227742828860.0,197009309229.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,27.760.192.072,59.450.806.836,27760192072.0,59450806836.0
Khác,Khác,Khác,8.032.413.779,7.677.040.449,8032413779.0,7677040449.0
Dài hạn,Dài hạn,Dài hạn,134.666.390.880,135.775.179.400,134666390880.0,135775179400.0
Chi phí thuê đất thuộc và chia lợi nhuận cố định (*),Chi phí thuê đất thuộc và chia lợi nhuận cố định (*),Chi phí thuê đất thuộc và chia lợi nhuận cố định (*),134.666.390.880,135.775.179.400,134666390880.0,135775179400.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,398.201.825.591,399.912.335.914,398201825591.0,399912335914.0
