row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải trả khác ngắn hạn,Phải trả khác ngắn hạn,Phải trả khác ngắn hạn,Phải trả khác ngắn hạn,Phải trả khác ngắn hạn,Phải trả khác ngắn hạn,Phải trả khác ngắn hạn,,,,
Bà Huỳnh Thảo Linh,Phải trả khác ngắn hạn > Bà Huỳnh Thảo Linh,Bà Huỳnh Thảo Linh,Bên liên quan,Thu hộ,34.145.765.000,14.145.765.000,,,34145765000.0,14145765000.0
Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng,Phải trả khác ngắn hạn > Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng,Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng,Công ty con,Ứng trước đề mua sản phẩm,17.101.500.000,300.000.000.000,,,17101500000.0,300000000000.0
Ông Trần Lam Thông,Phải trả khác ngắn hạn > Ông Trần Lam Thông,Ông Trần Lam Thông,Bên liên quan,Thu hộ,13.789.678.034,17.386.797.674,,,13789678034.0,17386797674.0
Công ty Cổ phần Đầu tư Bất động sản TTC Land Hưng Điền,Phải trả khác ngắn hạn > Công ty Cổ phần Đầu tư Bất động sản TTC Land Hưng Điền,Công ty Cổ phần Đầu tư Bất động sản TTC Land Hưng Điền,Công ty con,Thu hộ,5.221.000.000,-,,,5221000000.0,
Nguyễn Thủy Vân,Phải trả khác ngắn hạn > Nguyễn Thủy Vân,Nguyễn Thủy Vân,Chủ tịch HĐQT,Đặt cọc mua căn hộ,2.870.049.285,-,,,2870049285.0,
Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Phải trả khác ngắn hạn > Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty con,Khác,2.138.379.147,3.000.000.000,,,2138379147.0,3000000000.0
Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Phải trả khác ngắn hạn > Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Bên liên quan,Khác,2.000.000.000,2.000.000.000,,,2000000000.0,2000000000.0
Ông Vũ Quốc Thái,Phải trả khác ngắn hạn > Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Thành viên HĐQT,Đặt cọc mua căn hộ,1.038.843.225,1.038.843.225,,,1038843225.0,1038843225.0
Công ty Cổ phần Đầu tư Bất động sản Kim Thành,Phải trả khác ngắn hạn > Công ty Cổ phần Đầu tư Bất động sản Kim Thành,Công ty Cổ phần Đầu tư Bất động sản Kim Thành,Công ty liên kết,Lãi vay phải trả,734.542.465,-,,,734542465.0,
Công ty Cổ phần Thương Tín Tàu Cuốc,Phải trả khác ngắn hạn > Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty con,Khác,402.587.399,171.535.153,,,402587399.0,171535153.0
Công ty TNHH MTV TTC Land Retail Management,Phải trả khác ngắn hạn > Công ty TNHH MTV TTC Land Retail Management,Công ty TNHH MTV TTC Land Retail Management,Công ty con,Lãi vay phải trả,151.875.207,124.219.314,,,151875207.0,124219314.0
Công ty Cổ phần Đầu tư Thành Thành Công,Phải trả khác ngắn hạn > Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông lớn,Khác,87.739.726,-,,,87739726.0,
Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Phải trả khác ngắn hạn > Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Công ty trong cùng Tập đoàn,Khác,32.621.918,-,,,32621918.0,
Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Phải trả khác ngắn hạn > Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty trong cùng Tập đoàn,Khác,21.369.863,-,,,21369863.0,
Công ty Cổ phần May Tiến Phát,Phải trả khác ngắn hạn > Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty liên kết,Thu hộ,-,100.000.000,,,,100000000.0
Ông Lâm Minh Châu,Phải trả khác ngắn hạn > Ông Lâm Minh Châu,Ông Lâm Minh Châu,Trường TBKT đến ngày 29 tháng 6 năm 2020,Khác,-,20.379.742,,,,20379742.0
