row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,,
Công ty Cổ phần May Tiến Phát,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty liên kết,Bán hàng hóa và dịch vụ,18.622.758.137,53.387.285.037,,,18622758137.0,53387285037.0
Ông Nguyễn Hữu Đạt,Phải thu ngắn hạn của khách hàng > Ông Nguyễn Hữu Đạt,Ông Nguyễn Hữu Đạt,Bên liên quan,Bán hàng hóa và dịch vụ,10.233.197.451,-,,,10233197451.0,
Công ty Cổ phần Toàn Hải Vân,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty trong cùng Tập đoàn,Bán hàng hóa và dịch vụ,1.205.544.303,1.205.544.303,,,1205544303.0,1205544303.0
Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty trong cùng Tập đoàn,Bán hàng hóa và dịch vụ,625.205.481,6.000.000.000,,,625205481.0,6000000000.0
Công ty Cổ phần Sản xuất Xây dựng Dịch vụ Hoa Đồng,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Sản xuất Xây dựng Dịch vụ Hoa Đồng,Công ty Cổ phần Sản xuất Xây dựng Dịch vụ Hoa Đồng,Công ty liên kết,Bán hàng hóa và dịch vụ,186.471.137,6.926.700.000,,,186471137.0,6926700000.0
Công ty Cổ phần Mai Lan,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Mai Lan,Công ty Cổ phần Mai Lan,Công ty con,Bán hàng hóa và dịch vụ,178.356.822,-,,,178356822.0,
Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Bên liên quan,Bán hàng hóa và dịch vụ,126.510.549,291.510.549,,,126510549.0,291510549.0
Công ty TNHH MTV Đầu tư Phát triển Bất động sản Hùng Anh Năm,Phải thu ngắn hạn của khách hàng > Công ty TNHH MTV Đầu tư Phát triển Bất động sản Hùng Anh Năm,Công ty TNHH MTV Đầu tư Phát triển Bất động sản Hùng Anh Năm,Công ty con,Bán hàng hóa và dịch vụ,123.835.249,5.084.200.000,,,123835249.0,5084200000.0
Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Công ty con,Bán hàng hóa và dịch vụ,89.958.328,-,,,89958328.0,
Ông Bùi Tiến Thắng,Phải thu ngắn hạn của khách hàng > Ông Bùi Tiến Thắng,Ông Bùi Tiến Thắng,Phó chủ tịch HĐQT,Bán hàng hóa và dịch vụ,12.000.000,12.000.000,,,12000000.0,12000000.0
Công ty TNHH MTV Dịch vụ Bất động sản Minh Anh,Phải thu ngắn hạn của khách hàng > Công ty TNHH MTV Dịch vụ Bất động sản Minh Anh,Công ty TNHH MTV Dịch vụ Bất động sản Minh Anh,Bên liên quan,Bán hàng hóa và dịch vụ,-,208.500.000.000,,,,208500000000.0
Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Phải thu ngắn hạn của khách hàng > Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty con,Bán hàng hóa và dịch vụ,-,38.569.109.065,,,,38569109065.0
Công ty TNHH Dịch vụ Quản lý Bất động sản Sài Gòn Thương Tín,Phải thu ngắn hạn của khách hàng > Công ty TNHH Dịch vụ Quản lý Bất động sản Sài Gòn Thương Tín,Công ty TNHH Dịch vụ Quản lý Bất động sản Sài Gòn Thương Tín,Công ty con,Bán hàng hóa và dịch vụ,-,2.068.072.928,,,,2068072928.0
Công ty Cổ phần Đầu tư và Thương Mại Thuận Thiên,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Đầu tư và Thương Mại Thuận Thiên,Công ty Cổ phần Đầu tư và Thương Mại Thuận Thiên,Bên liên quan,Bán hàng hóa và dịch vụ,-,592.639.108,,,,592639108.0
Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Phải thu ngắn hạn của khách hàng > Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Công ty trong cùng Tập đoàn,Bán hàng hóa và dịch vụ,-,537.921.000,,,,537921000.0
Công ty Cổ phần Khu công nghiệp Thành Thành Công,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Đầu tư khác,Bán hàng hóa và dịch vụ,-,421.476.214,,,,421476214.0
,,,,,31.403.837.457,323.596.458.204,,,31403837457.0,323596458204.0
