row_label_raw,row_label_full,col_0,Số suối năm,VND Số đầu năm,numeric__Số suối năm,numeric__VND Số đầu năm
Các bên khác,Các bên khác,Các bên khác,649.512.537.142,869.974.549.915,649512537142.0,869974549915.0
- Công ty TNHH Lotte Land (i),- Công ty TNHH Lotte Land (i),- Công ty TNHH Lotte Land (i),358.512.000.000,-,358512000000.0,
- Khác (ii),- Khác (ii),- Khác (ii),291.000.537.142,869.974.549.915,291000537142.0,869974549915.0
Các bên liên quan (Thuyết minh số 32),Các bên liên quan (Thuyết minh số 32),Các bên liên quan (Thuyết minh số 32),88.633.449.797,89.166.034.997,88633449797.0,89166034997.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,738.145.986.939,959.140.584.912,738145986939.0,959140584912.0
