row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2022 > Số phải thu VND > 425.650.100,1/1/2022 > Số phải nộp VND > 106.339.292,Số phát sinh trong năm > Số phải nộp/bù trừ trong năm VND > 243.586.878,Số phát sinh trong năm > Số đã nộp trong năm VND > (307.707.540),31/12/2022 > Số phải thu VND > 425.650.100,31/12/2022 > Số phải nộp VND > 42.218.630,numeric__1/1/2022 > Số phải thu VND > 425.650.100,numeric__1/1/2022 > Số phải nộp VND > 106.339.292,numeric__Số phát sinh trong năm > Số phải nộp/bù trừ trong năm VND > 243.586.878,numeric__Số phát sinh trong năm > Số đã nộp trong năm VND > (307.707.540),numeric__31/12/2022 > Số phải thu VND > 425.650.100,numeric__31/12/2022 > Số phải nộp VND > 42.218.630
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,4.029.044.658,96.920.825.091,(100.695.050.614),-,254.819.135,,4029044658.0,96920825091.0,-100695050614.0,,254819135.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,1.030.395.509,-,88.475.059.853,(88.166.124.046),721.459.702,-,1030395509.0,,88475059853.0,-88166124046.0,721459702.0,
Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,-,262.546.164,8.683.901.017,(7.698.030.791),-,1.248.416.390,,262546164.0,8683901017.0,-7698030791.0,,1248416390.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,-,-,652.736.806,(652.736.806),-,-,,,652736806.0,-652736806.0,,
"Thuế, phí khác","Thuế, phí khác","Thuế, phí khác",-,-,24.543.510.654,(24.543.510.654),-,-,,,24543510654.0,-24543510654.0,,
,,,1.456.045.609,4.397.930.114,219.519.620.299,(222.063.160.451),1.147.109.802,1.545.454.155,1456045609.0,4397930114.0,219519620299.0,-222063160451.0,1147109802.0,1545454155.0
