row_label_raw,row_label_full,col_0,Nhà cửa VND,Máy móc và thiết bị VND,Phương tiện vận chuyển VND,Thiết bị văn phòng VND,Tổng VND,numeric__Nhà cửa VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận chuyển VND,numeric__Thiết bị văn phòng VND,numeric__Tổng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,685.620.763.410,981.125.488.930,148.709.188.180,19.713.925.202,1.835.169.365.722,685620763410.0,981125488930.0,148709188180.0,19713925202.0,1835169365722.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,2.181.909.092,94.579.252.581,5.607.072.973,299.299.843,102.667.534.489,2181909092.0,94579252581.0,5607072973.0,299299843.0,102667534489.0
Chuyển từ xây dựng cơ bản dở dang,Nguyên giá > Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,42.238.779.869,24.588.422.000,-,42.450.000,66.869.651.869,42238779869.0,24588422000.0,,42450000.0,66869651869.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,-,(4.004.524.017),(132.091.370),-,(4.136.615.387),,-4004524017.0,-132091370.0,,-4136615387.0
Chênh lệch quy đổi tỷ giá,Nguyên giá > Chênh lệch quy đổi tỷ giá,Chênh lệch quy đổi tỷ giá,592.357.349,-,-,30.748.591,623.105.940,592357349.0,,,30748591.0,623105940.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,730.633.809.720,1.096.288.639.494,154.184.169.783,20.086.423.636,2.001.193.042.633,730633809720.0,1096288639494.0,154184169783.0,20086423636.0,2001193042633.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,171.205.335.478,434.090.831.533,56.032.424.396,8.243.288.736,669.571.880.143,171205335478.0,434090831533.0,56032424396.0,8243288736.0,669571880143.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,45.694.173.665,102.920.093.730,16.699.467.648,2.239.382.770,167.553.117.813,45694173665.0,102920093730.0,16699467648.0,2239382770.0,167553117813.0
Thanh lý,Giá trị hao mòn lũy kế > Thanh lý,Thanh lý,-,(2.464.310.517),(132.091.370),-,(2.596.401.887),,-2464310517.0,-132091370.0,,-2596401887.0
Chênh lệch quy đổi tỷ giá,Giá trị hao mòn lũy kế > Chênh lệch quy đổi tỷ giá,Chênh lệch quy đổi tỷ giá,125.137.010,-,-,30.390.453,155.527.463,125137010.0,,,30390453.0,155527463.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,217.024.646.153,534.546.614.746,72.599.800.674,10.513.061.959,834.684.123.532,217024646153.0,534546614746.0,72599800674.0,10513061959.0,834684123532.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,514.415.427.932,547.034.657.397,92.676.763.784,11.470.636.466,1.165.597.485.579,514415427932.0,547034657397.0,92676763784.0,11470636466.0,1165597485579.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,513.609.163.567,561.742.024.748,81.584.369.109,9.573.361.677,1.166.508.919.101,513609163567.0,561742024748.0,81584369109.0,9573361677.0,1166508919101.0
