row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40) > Tiền và các khoản tương đương tiền đầu năm,Mã số > 50 > 60,Thuyết minh,2015 VND > 779.012.311.178 > 82.925.910.682,2014 VND > (1.915.815.118.015) > 2.000.246.094.247,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__2015 VND > 779.012.311.178 > 82.925.910.682,numeric__2014 VND > (1.915.815.118.015) > 2.000.246.094.247
Ảnh hưởng của thay đổi tỷ giá hối đoái,Ảnh hưởng của thay đổi tỷ giá hối đoái,Ảnh hưởng của thay đổi tỷ giá hối đoái,61,,2.885.264.280,(1.505.065.550),61.0,,2885264280.0,-1505065550.0
Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),70,8,864.823.486.140,82.925.910.682,70.0,8.0,864823486140.0,82925910682.0
