row_label_raw,row_label_full,Tại ngày 1 tháng 1 năm 2015,Nuôi trồng sản phẩm thủy sản VND,Chế biến sản phẩm thủy sản VND,Kinh doanh sản phẩm thủy sản VND,Khác VND,Loại trừ VND,Hợp nhất VND,numeric__Nuôi trồng sản phẩm thủy sản VND,numeric__Chế biến sản phẩm thủy sản VND,numeric__Kinh doanh sản phẩm thủy sản VND,numeric__Khác VND,numeric__Loại trừ VND,numeric__Hợp nhất VND
Tài sản của bộ phận Đầu tư vào công ty liên kết Tài sản không phân bổ,Tài sản của bộ phận Đầu tư vào công ty liên kết Tài sản không phân bổ,Tài sản của bộ phận Đầu tư vào công ty liên kết Tài sản không phân bổ,315.931.041.217,7.613.627.174.103,1.957.965.667.031,66.195.865.754,(2.468.531.203.310),7.485.188.544.7956.080.000.0001.794.220.415.283,315931041217.0,7613627174103.0,1957965667031.0,66195865754.0,-2468531203310.0,7.485188544795608e+35
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,,9.285.488.960.078,,,,,,9285488960078.0
Nợ phải trả của bộ phận Nợ phải trả không phân bổ,Nợ phải trả của bộ phận Nợ phải trả không phân bổ,Nợ phải trả của bộ phận Nợ phải trả không phân bổ,165.641.460.460,7.630.232.911.355,1.580.440.980.172,7.797.638.604,(2.425.556.303.997),6.958.556.686.59451.712.787.602,165641460460.0,7630232911355.0,1580440980172.0,7797638604.0,-2425556303997.0,6.958556686594517e+23
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,,,7.010.269.474.196,,,,,,7010269474196.0
Chao năm kết thúc ngày 31 tháng 12 năm 2014,Chao năm kết thúc ngày 31 tháng 12 năm 2014,Chao năm kết thúc ngày 31 tháng 12 năm 2014,,,,,,,,,,,,
Chi tiêu vốn,Chao năm kết thúc ngày 31 tháng 12 năm 2014 > Chi tiêu vốn,Chi tiêu vốn,8.138.164.351,88.514.898.565,-,8.693.113.672,-,105.346.176.588,8138164351.0,88514898565.0,,8693113672.0,,105346176588.0
Khấu hao và phân bổ,Chao năm kết thúc ngày 31 tháng 12 năm 2014 > Khấu hao và phân bổ,Khấu hao và phân bổ,15.506.241.760,131.512.160.783,320.356.424,4.265.468.431,3.088.895.700,154.693.123.098,15506241760.0,131512160783.0,320356424.0,4265468431.0,3088895700.0,154693123098.0
