row_label_raw,row_label_full,Giấy Chứng nhậnĐăng ký Kinh doanh,61030000726103000072 (điều chỉnh lần 1)6103000072 (điều chỉnh lần 2)20003932732000393273 (điều chỉnh lần 1),ngày 12 tháng 5 năm 2006ngày 25 tháng 5 năm 2007ngày 12 tháng 11 năm 2007ngày 23 tháng 6 năm 2010ngày 15 tháng 10 năm 2014,numeric__61030000726103000072 (điều chỉnh lần 1)6103000072 (điều chỉnh lần 2)20003932732000393273 (điều chỉnh lần 1),numeric__ngày 12 tháng 5 năm 2006ngày 25 tháng 5 năm 2007ngày 12 tháng 11 năm 2007ngày 23 tháng 6 năm 2010ngày 15 tháng 10 năm 2014
Giấy Chứng nhậnĐăng ký Kinh doanh,Giấy Chứng nhậnĐăng ký Kinh doanh,Giấy Chứng nhậnĐăng ký Kinh doanh,Giấy Chứng nhận Đăng ký Kinh doanh của Công ty và các điều chỉnh do Sở Kế hoạch và Đầu tư tinh Cà Mau cấp.,Giấy Chứng nhận Đăng ký Kinh doanh của Công ty và các điều chỉnh do Sở Kế hoạch và Đầu tư tinh Cà Mau cấp.,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Lê Văn QuangBà Chu Thị BìnhÔng Chu Văn AnBà Đình Ánh TuyếtÔng Jean-Eric JacqueminÔng Lê Văn ĐiệpÔng Lê Ngọc AnhBà Lê Thị Dịu Minh,Chủ tịchPhó Chủ tịchThành viênThành viênThành viên (từ ngày 18 tháng 4 năm 2015)Thành viên (từ ngày 18 tháng 4 năm 2015)Thành viên (từ ngày 18 tháng 4 năm 2015),,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Lê Văn QuangBà Chu Thị BìnhÔng Chu Văn AnÔng Thái Hoàng HùngÔng Nguyễn Tân AnhÔng Lê Văn ĐiệpÔng Bùi Anh DũngÔng Lê Ngọc AnhBà Lê Thị Dịu Minh,Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốc( từ ngày 4 tháng 3 năm 2015),,
Ban kiểm soát,Ban kiểm soát,Ban kiểm soát,Ông Phan Văn DũngÔng Nguyễn Thiện TâmÔng Nguyễn Xuân ToánBà Mai Thị Hoàng MinhÔng Trần Văn KhánhBà Nguyễn Thị Hồng CúcBà Lê Thị Thanh ThủyBà Đỗ Thị Hạnh,Trường ban (đến ngày 17 tháng 4 năm 2015)Trường ban (từ ngày 18 tháng 4 năm 2015)Thành viên (đến ngày 17 tháng 4 năm 2015)Thành viên (đến ngày 17 tháng 4 năm 2015)Thành viên (từ ngày 18 tháng 4 năm 2015)Thành viên (từ ngày 18 tháng 4 năm 2015)Thành viên (từ ngày 18 tháng 4 năm 2015),,
Trụ sở đăng ký,Trụ sở đăng ký,Trụ sở đăng ký,"Khu Công nghiệp Phường 8Thành phố Cà Mau, Tỉnh Cà Mau Việt Nam",,,
Công ty kiểm toán,Công ty kiểm toán,Công ty kiểm toán,Công ty TNHH KPMG Việt Nam,,,
