row_label_raw,row_label_full,col_0,Doanh thu bán ra bên ngoài,Doanh thu bán ra bên ngoài_1,numeric__Doanh thu bán ra bên ngoài,numeric__Doanh thu bán ra bên ngoài_1
,,,2015VND,2014VND,,
Việt Nam,Việt Nam,Việt Nam,56.476.139.162,87.668.533.661,56476139162.0,87668533661.0
Bắc Mỹ,Bắc Mỹ,Bắc Mỹ,6.455.139.704.585,7.531.971.761.748,6455139704585.0,7531971761748.0
Châu Âu,Châu Âu,Châu Âu,1.197.938.353.329,1.623.703.459.571,1197938353329.0,1623703459571.0
Nhật Bản,Nhật Bản,Nhật Bản,2.271.946.185.690,3.271.168.741.917,2271946185690.0,3271168741917.0
Hàn Quốc,Hàn Quốc,Hàn Quốc,706.027.891.108,1.164.887.885.387,706027891108.0,1164887885387.0
Khác,Khác,Khác,1.599.096.136.081,1.415.340.570.675,1599096136081.0,1415340570675.0
,,,12.286.624.409.955,15.094.740.952.959,12286624409955.0,15094740952959.0
