row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Chi phí trướchoạt độngVND,Công cụ vàdụng cụVND,KhácVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Chi phí trướchoạt độngVND,numeric__Công cụ vàdụng cụVND,numeric__KhácVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,52.087.730.817,646.627.312,39.370.982.130,6.120.788.550,98.226.128.809,52087730817.0,646627312.0,39370982130.0,6120788550.0,98226128809.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,35.437.937.230,-,35.437.937.230,,,35437937230.0,,35437937230.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,-,-,5.655.505.681,-,5.655.505.681,,,5655505681.0,,5655505681.0
Tăng do hợp nhất kinh doanh (thuyết minh 6),Tăng do hợp nhất kinh doanh (thuyết minh 6),Tăng do hợp nhất kinh doanh (thuyết minh 6),-,-,59.921.935,-,59.921.935,,,59921935.0,,59921935.0
Thanh lý công ty con (thuyết minh 7(b)),Thanh lý công ty con (thuyết minh 7(b)),Thanh lý công ty con (thuyết minh 7(b)),-,-,(1.661.070),-,(1.661.070),,,-1661070.0,,-1661070.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(3.286.794.648),(646.627.312),(30.167.064.294),(6.120.788.550),(40.221.274.804),-3286794648.0,-646627312.0,-30167064294.0,-6120788550.0,-40221274804.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,48.800.936.169,-,50.355.621.612,-,99.156.557.781,48800936169.0,,50355621612.0,,99156557781.0
