row_label_raw,row_label_full,col_0,2015VND,2014VND,numeric__2015VND,numeric__2014VND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,29.600.769.655,29.349.630.391,29600769655.0,29349630391.0
Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,1.243.356.769,1.981.517.731,1243356769.0,1981517731.0
Chi phí công cụ và dụng cụ,Chi phí công cụ và dụng cụ,Chi phí công cụ và dụng cụ,2.084.487.173,2.414.070.989,2084487173.0,2414070989.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,695.180.772,182.598.599,695180772.0,182598599.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,270.436.176.818,278.989.569.421,270436176818.0,278989569421.0
Chi phí thuê nhà kho,Chi phí thuê nhà kho,Chi phí thuê nhà kho,123.135.866.797,91.849.817.636,123135866797.0,91849817636.0
Phí hoa hồng,Phí hoa hồng,Phí hoa hồng,266.031.096.561,251.160.639.487,266031096561.0,251160639487.0
Phí giám sát,Phí giám sát,Phí giám sát,4.733.124.609,3.311.409.365,4733124609.0,3311409365.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,3.087.335.684,12.740.434.861,3087335684.0,12740434861.0
Chi phí khác,Chi phí khác,Chi phí khác,28.222.676.157,22.735.035.093,28222676157.0,22735035093.0
,,,729.270.070.995,694.714.723.573,729270070995.0,694714723573.0
