row_label_raw,row_label_full,col_0,VND,numeric__VND
Tiền,Tiền,Tiền,8.608.317.759,8608317759.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,56.167.245.455,56167245455.0
Xây dựng cơ bản dở dang (thuyết minh 16),Xây dựng cơ bản dở dang (thuyết minh 16),Xây dựng cơ bản dở dang (thuyết minh 16),55.552.872.889,55552872889.0
Chi phí trả trước dài hạn (thuyết minh 17(b)),Chi phí trả trước dài hạn (thuyết minh 17(b)),Chi phí trả trước dài hạn (thuyết minh 17(b)),1.661.070,1661070.0
Tổng giá trị ghi số của tài sản thuần,Tổng giá trị ghi số của tài sản thuần,Tổng giá trị ghi số của tài sản thuần,120.330.097.173,120330097173.0
Giá trị ghi số tương ứng của tài sản thuần bị thanh lý (51%),Giá trị ghi số tương ứng của tài sản thuần bị thanh lý (51%),Giá trị ghi số tương ứng của tài sản thuần bị thanh lý (51%),61.368.349.558,61368349558.0
Lãi ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất (thuyết minh 34),Lãi ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất (thuyết minh 34),Lãi ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất (thuyết minh 34),40.631.650.442,40631650442.0
Tiền thu từ thanh lý,Tiền thu từ thanh lý,Tiền thu từ thanh lý,102.000.000.000,102000000000.0
Số dư tiền của công ty con bị thanh lý,Số dư tiền của công ty con bị thanh lý,Số dư tiền của công ty con bị thanh lý,(8.608.317.759),-8608317759.0
Dòng tiền từ thanh lý công ty con - đã trừ đi số dư tiền của công ty con bị thanh lý,Dòng tiền từ thanh lý công ty con - đã trừ đi số dư tiền của công ty con bị thanh lý,Dòng tiền từ thanh lý công ty con - đã trừ đi số dư tiền của công ty con bị thanh lý,93.391.682.241,93391682241.0
Giá trị ghi số tương ứng của tài sản thuần được giữ lại (49%),Giá trị ghi số tương ứng của tài sản thuần được giữ lại (49%),Giá trị ghi số tương ứng của tài sản thuần được giữ lại (49%),58.961.747.615,58961747615.0
Lãi chưa thực hiện do đánh giá lại tài sản góp cho công ty liên kết (thuyết minh 22),Lãi chưa thực hiện do đánh giá lại tài sản góp cho công ty liên kết (thuyết minh 22),Lãi chưa thực hiện do đánh giá lại tài sản góp cho công ty liên kết (thuyết minh 22),39.038.252.385,39038252385.0
Giá trị ghi số của khoản đầu tư vào Công ty TNHH Mekong Logistic sau khi thanh lý (thuyết minh 9(c)),Giá trị ghi số của khoản đầu tư vào Công ty TNHH Mekong Logistic sau khi thanh lý (thuyết minh 9(c)),Giá trị ghi số của khoản đầu tư vào Công ty TNHH Mekong Logistic sau khi thanh lý (thuyết minh 9(c)),98.000.000.000,98000000000.0
