row_label_raw,row_label_full,col_0,Trợ cấpthôi việcVND,Khôi phụchiện trườngVND,TổngVND,numeric__Trợ cấpthôi việcVND,numeric__Khôi phụchiện trườngVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,30.004.889.083,-,30.004.889.083,30004889083.0,,30004889083.0
Trích lập dự phòng trong năm,Trích lập dự phòng trong năm,Trích lập dự phòng trong năm,1.076.443.042,6.199.404.404,7.275.847.446,1076443042.0,6199404404.0,7275847446.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(3.130.013.125),-,(3.130.013.125),-3130013125.0,,-3130013125.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,27.951.319.000,6.199.404.404,34.150.723.404,27951319000.0,6199404404.0,34150723404.0
