row_label_raw,row_label_full,col_0,Tổng khoản thanh toán tiền thuê tài chính VND,31/12/2020,31/12/2020_1,numeric__Tổng khoản thanh toán tiền thuê tài chính VND,numeric__31/12/2020,numeric__31/12/2020_1
,,,Tổng khoản thanh toán tiền thuê tài chính VND,Tiền lãi thuê VND,Nợ gốc VND,,,
Trong vòng một năm,Trong vòng một năm,Trong vòng một năm,6.354.915.967,642.365.101,5.712.550.866,6354915967.0,642365101.0,5712550866.0
Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,5.441.615.159,222.941.149,5.218.674.010,5441615159.0,222941149.0,5218674010.0
,,,11.796.531.126,865.306.250,10.931.224.876,11796531126.0,865306250.0,10931224876.0
