row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,Trụ sở,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > Tỷ lệ lợi ích kinh tế31/12/2020,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > 1/1/2020,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > Tỷ lệ quyền biểu quyết31/12/2020,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > 1/1/2020_1,numeric__Tên công ty,numeric__Hoạt động chính,numeric__Trụ sở,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > Tỷ lệ lợi ích kinh tế31/12/2020,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > 1/1/2020,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > Tỷ lệ quyền biểu quyết31/12/2020,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > 1/1/2020_1
Công ty liên kết sở hữu gián tiếp,Công ty liên kết sở hữu gián tiếp,Công ty liên kết sở hữu gián tiếp,Công ty liên kết sở hữu gián tiếp,Công ty liên kết sở hữu gián tiếp,Công ty liên kết sở hữu gián tiếp,Công ty liên kết sở hữu gián tiếp,Công ty liên kết sở hữu gián tiếp,Công ty liên kết sở hữu gián tiếp,Công ty liên kết sở hữu gián tiếp,,,,,,,
1,Công ty liên kết sở hữu gián tiếp > 1,1,Công ty Cổ phần Bao bìThuận Phát (“Thuận Phát”),"(i) Sản xuất bao bì PP, PE và kinh doanh nguyên liệu nhựa;","Phường Tân Biên, Thành phố Biên Hòa, Tinh Đồng Nai, Việt Nam","25,00%","25,00%","25,00%","25,00%",,,,0.25,0.25,0.25,0.25
2,Công ty liên kết sở hữu gián tiếp > 2,2,Công ty Cổ phần Chế biến Súc sản Long Bình (“Abattoir”),"(i) Thực hiện các hoạt động giết mồ và chế biến gia súc, gia cầm;","Phường Long Bình, Thành phố Biên Hòa, Tinh Đồng Nai, Việt Nam","25,00%","25,00%","25,00%","25,00%",,,,0.25,0.25,0.25,0.25
3,Công ty liên kết sở hữu gián tiếp > 3,3,Công ty Cổ phần Sản xuất Thương mại Dịch vụ Đồng Nai (“Donatraco”),(i) Trồng cây công nghiệp và cây nông nghiệp;,"75A Hà Huy Giáp, Phường Quyết Thắng, Thành phố Biên Hòa, Tinh Đồng Nai, Việt Nam","10,63%","21,30%","10,63%","21,30%",,,,0.1063,0.213,0.1063,0.213
4,Công ty liên kết sở hữu gián tiếp > 4,4,Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),"(i) Chế biến và kinh doanh thịt tươi, thực phẩm chế biến và các sản phẩm chế biến từ thịt;","420 No Trang Long, Phường 13, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","24,90%","24,90%","24,90%","24,90%",,,,0.249,0.249,0.249,0.249
