row_label_raw,row_label_full,col_0,2020VND,2019VND,numeric__2020VND,numeric__2019VND
Chi phí lãi vay từ:,Chi phí lãi vay từ:,Chi phí lãi vay từ:,Chi phí lãi vay từ:,Chi phí lãi vay từ:,,
▪ Ngân hàng và bên thứ ba,Chi phí lãi vay từ: > ▪ Ngân hàng và bên thứ ba,▪ Ngân hàng và bên thứ ba,244.813.177.392,106.109.734.434,244813177392.0,106109734434.0
▪ Trái chủ,Chi phí lãi vay từ: > ▪ Trái chủ,▪ Trái chủ,174.186.108.960,178.867.866.180,174186108960.0,178867866180.0
▪ Các bên liên quan,Chi phí lãi vay từ: > ▪ Các bên liên quan,▪ Các bên liên quan,4.755.506.850,-,4755506850.0,
Chi phí phát hành trái phiếu,Chi phí lãi vay từ: > Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,20.411.764.705,20.411.764.705,20411764705.0,20411764705.0
Lỗ do chuyển khoản đầu tư vào công ty liên kết sang đầu tư góp vốn vào các đơn vị khác,Chi phí lãi vay từ: > Lỗ do chuyển khoản đầu tư vào công ty liên kết sang đầu tư góp vốn vào các đơn vị khác,Lỗ do chuyển khoản đầu tư vào công ty liên kết sang đầu tư góp vốn vào các đơn vị khác,3.870.243.813,-,3870243813.0,
Lỗ chênh lệch tỷ giá hối đoái đã thực hiện,Chi phí lãi vay từ: > Lỗ chênh lệch tỷ giá hối đoái đã thực hiện,Lỗ chênh lệch tỷ giá hối đoái đã thực hiện,2.702.661.713,3.195.090.439,2702661713.0,3195090439.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Chi phí lãi vay từ: > Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,1.182.683.478,835.599.643,1182683478.0,835599643.0
Hoàn nhập dự phòng giảm giá đầu tư tài chính dài hạn,Chi phí lãi vay từ: > Hoàn nhập dự phòng giảm giá đầu tư tài chính dài hạn,Hoàn nhập dự phòng giảm giá đầu tư tài chính dài hạn,(2.813.980.000),-,-2813980000.0,
Chi phí tài chính khác,Chi phí lãi vay từ: > Chi phí tài chính khác,Chi phí tài chính khác,58.916.686.374,54.746.802.101,58916686374.0,54746802101.0
,,,508.024.853.285,364.166.857.502,508024853285.0,364166857502.0
