row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,Trụ sở,Tỷ lệ lợi ích kinh tế,Tỷ lệ lợi ích kinh tế_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Tên công ty,numeric__Hoạt động chính,numeric__Trụ sở,numeric__Tỷ lệ lợi ích kinh tế,numeric__Tỷ lệ lợi ích kinh tế_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
STT,STT,STT,Tên công ty,Hoạt động chính,Trụ sở,31/12/2020,1/1/2020,31/12/2020,1/1/2020,,,,,,,
Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,,,,,,,
1,Các công ty con sở hữu trực tiếp > 1,1,Công ty TNHH MNS Feed (“MNS Feed”),Tư vấn quản lý đầu tư;,"Khu Công nghiệp Sông Mây, Xã Bắc Sơn, Huyện Tràng Bom, Tỉnh Đồng Nai, Việt Nam","99,99%","99,99%","99,99%","99,99%",,,,0.9998999999999999,0.9998999999999999,0.9998999999999999,0.9998999999999999
2,Các công ty con sở hữu trực tiếp > 2,2,Công ty TNHH MNS Meat (“MNS Meat”),(*) Tur vấn quản lý đầu tư;,"Khu Công nghiệp Sông Mây, Xã Bắc Sơn, Huyện Tràng Bom, Tỉnh Đồng Nai, Việt Nam","100,00%","99,99%","99,99%","100,00%",,,,1.0,0.9998999999999999,0.9998999999999999,1.0
3,Các công ty con sở hữu trực tiếp > 3,3,Công ty Cổ phần 3F VIỆT (“3F VIỆT”),(**) Chăn nuôi gia cầm và chế biến và bảo quản thịt gia cầm và các sản phẩm chế biến từ thịt;,"68 Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","51,00%",-,"51,00%",-,,,,0.51,,0.51,
