row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụ vàdụng cụVND,Heo giốngVND,KhácVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụ vàdụng cụVND,numeric__Heo giốngVND,numeric__KhácVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,227.599.611.920,30.471.011.587,76.004.264.262,81.444.983.891,415.519.871.660,227599611920.0,30471011587.0,76004264262.0,81444983891.0,415519871660.0
Tăng do hợp nhất kinh doanh (Thuyết minh 5),Tăng do hợp nhất kinh doanh (Thuyết minh 5),Tăng do hợp nhất kinh doanh (Thuyết minh 5),7.570.900.283,5.119.134.821,-,-,12.690.035.104,7570900283.0,5119134821.0,,,12690035104.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,378.607.946.564,17.129.544.230,34.556.546.050,30.253.852.622,460.547.889.466,378607946564.0,17129544230.0,34556546050.0,30253852622.0,460547889466.0
Chuyển (sang)/từ xây dựng cơ bản dở dang,Chuyển (sang)/từ xây dựng cơ bản dở dang,Chuyển (sang)/từ xây dựng cơ bản dở dang,(8.548.452.280),3.117.866.491,15.822.553.797,466.312.500,10.858.280.508,-8548452280.0,3117866491.0,15822553797.0,466312500.0,10858280508.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(7.902.700.858),(19.832.720.505),(39.286.264.321),(35.775.847.224),(102.797.532.908),-7902700858.0,-19832720505.0,-39286264321.0,-35775847224.0,-102797532908.0
Thanh lý,Thanh lý,Thanh lý,-,(882.516.615),(28.094.002.555),(353.109.144),(29.329.628.314),,-882516615.0,-28094002555.0,-353109144.0,-29329628314.0
Xóa số,Xóa số,Xóa số,-,(484.060.500),-,(739.588.982),(1.223.649.482),,-484060500.0,,-739588982.0,-1223649482.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,597.327.305.629,34.638.259.509,59.003.097.233,75.296.603.663,766.265.266.034,597327305629.0,34638259509.0,59003097233.0,75296603663.0,766265266034.0
