row_label_raw,row_label_full,col_0,Từ 01/01/2017đến 31/12/2017(VND),Từ 15/01/2016đến 31/12/2016(VND),numeric__Từ 01/01/2017đến 31/12/2017(VND),numeric__Từ 15/01/2016đến 31/12/2016(VND)
Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,,
Vốn đầu năm,Vốn đầu tư của chủ sở hữu > Vốn đầu năm,Vốn đầu năm,6.800.000.000.000,6.436.967.325.797,6800000000000.0,6436967325797.0
Vốn tăng trong năm,Vốn đầu tư của chủ sở hữu > Vốn tăng trong năm,Vốn tăng trong năm,-,593.582.635.538,,593582635538.0
Vốn giảm trong năm,Vốn đầu tư của chủ sở hữu > Vốn giảm trong năm,Vốn giảm trong năm,-,(230.549.961.335),,-230549961335.0
Vốn cuối năm,Vốn đầu tư của chủ sở hữu > Vốn cuối năm,Vốn cuối năm,6.800.000.000.000,6.800.000.000.000,6800000000000.0,6800000000000.0
"Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia",-,-,,
