row_label_raw,row_label_full,col_0,Năm 2017(VND),Từ 15/01/2016đến 31/12/2016(VND),numeric__Năm 2017(VND),numeric__Từ 15/01/2016đến 31/12/2016(VND)
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",4.244.113.293.960,3.809.259.485.829,4244113293960.0,3809259485829.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,222.189.639.750,191.053.074.245,222189639750.0,191053074245.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,1.389.068.873.090,1.332.636.852.259,1389068873090.0,1332636852259.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,93.546.177.469,80.077.368.552,93546177469.0,80077368552.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,185.619.926.891,175.206.708.951,185619926891.0,175206708951.0
Cộng,Cộng,Cộng,6.134.537.911.160,5.588.233.489.836,6134537911160.0,5588233489836.0
