row_label_raw,row_label_full,col_0,col_1,31/12/2017(VND) > Giá trị,31/12/2017(VND) > Dụ phòng,01/01/2017(VND) > Giá trị,01/01/2017(VND) > Dụ phòng,numeric__col_1,numeric__31/12/2017(VND) > Giá trị,numeric__31/12/2017(VND) > Dụ phòng,numeric__01/01/2017(VND) > Giá trị,numeric__01/01/2017(VND) > Dụ phòng
a.,a.,a.,Ngắn hạn,433.753.763.707,-,236.620.005.395,-,,433753763707.0,,236620005395.0,
a.,a.,a.,Phải thu về lãi cho vay,411.449.178.795,-,206.544.019.958,-,,411449178795.0,,206544019958.0,
a.,a.,a.,Phải thu khác (i),22.304.584.912,-,30.075.985.437,-,,22304584912.0,,30075985437.0,
b.,b.,b.,Dài hạn,965.552.378,-,965.552.378,-,,965552378.0,,965552378.0,
b.,b.,b.,"Ký cược, ký quỹ",965.552.378,-,965.552.378,-,,965552378.0,,965552378.0,
b.,b.,b.,Cộng,434.719.316.085,-,237.585.557.773,-,,434719316085.0,,237585557773.0,
