row_label_raw,row_label_full,(i) Phải thu khác,31/12/2017(VND),numeric__31/12/2017(VND)
Phải thu tiền vật tư nhà thầu SFECO,Phải thu tiền vật tư nhà thầu SFECO,Phải thu tiền vật tư nhà thầu SFECO,4.535.277.832,4535277832.0
Phải thu về cổ phần hóa,Phải thu về cổ phần hóa,Phải thu về cổ phần hóa,4.957.949.800,4957949800.0
Phải thu người lao động,Phải thu người lao động,Phải thu người lao động,83.213.269,83213269.0
Tạm ứng,Tạm ứng,Tạm ứng,529.860.660,529860660.0
Các khoản khác,Các khoản khác,Các khoản khác,12.198.283.351,12198283351.0
Cộng,Cộng,Cộng,22.304.584.912,22304584912.0
