row_label_raw,row_label_full,col_0,Năm 2017(VND),Từ 15/01/2016đến 31/12/2016(VND),numeric__Năm 2017(VND),numeric__Từ 15/01/2016đến 31/12/2016(VND)
Giá vốn than bán,Giá vốn than bán,Giá vốn than bán,84.300.519.901,65.062.203.753,84300519901.0,65062203753.0
Giá vốn điện,Giá vốn điện,Giá vốn điện,5.789.038.509.753,5.330.443.019.829,5789038509753.0,5330443019829.0
Giá vốn khác,Giá vốn khác,Giá vốn khác,105.192.568.766,44.331.438.933,105192568766.0,44331438933.0
Cộng,Cộng,Cộng,5.978.531.598.420,5.439.836.662.515,5978531598420.0,5439836662515.0
