row_label_raw,row_label_full,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
Tên công ty,Tên công ty,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Số cuối năm,Số đầu năm,Số cuối năm,Số đầu năm,,,,,,
1. Công ty CP Điện Việt Lào,Tên công ty > 1. Công ty CP Điện Việt Lào,1. Công ty CP Điện Việt Lào,"Tầng 9, khu B, tòa nhà HH4, Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Sản xuất điện thương phẩm,"35,11%","35,11%","35,11%","35,11%",,,0.35109999999999997,0.35109999999999997,0.35109999999999997,0.35109999999999997
2. Công ty CP Sông Đà 2,Tên công ty > 2. Công ty CP Sông Đà 2,2. Công ty CP Sông Đà 2,"Km 10, đường Nguyễn Trãi, Văn Quán, Quận Hà Đông, Hà Nội",Xây lắp,"40,77%","40,77%","40,77%","40,77%",,,0.4077,0.4077,0.4077,0.4077
3. Công ty CP BOT Quốc lộ 2,Tên công ty > 3. Công ty CP BOT Quốc lộ 2,3. Công ty CP BOT Quốc lộ 2,"Trạm thu phí số 2 Km26+200 Quốc lộ 2, xã Quất Lưu, huyện Bình Xuyên, Vĩnh Phúc",Thu phí đường bộ,"28,65%","28,65%","28,65%","28,65%",,,0.2865,0.2865,0.2865,0.2865
4. Công ty CP Phát triển nhà Khánh Hòa,Tên công ty > 4. Công ty CP Phát triển nhà Khánh Hòa,4. Công ty CP Phát triển nhà Khánh Hòa,"Số 03 Nguyễn Thiện Thuật, phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",Bất động sản,"36,00%","36,00%","36,00%","36,00%",,,0.36,0.36,0.36,0.36
