row_label_raw,row_label_full,col_0,31/12/2024 > Giá trịVND,31/12/2024 > Số có khả năngtrả nợVND,Trong năm > TăngVND,Trong năm > GiảmVND,01/01/2024 > Giá trịVND,01/01/2024 > Số có khả năngtrả nợVND,numeric__31/12/2024 > Giá trịVND,numeric__31/12/2024 > Số có khả năngtrả nợVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__01/01/2024 > Giá trịVND,numeric__01/01/2024 > Số có khả năngtrả nợVND
a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,1.824.245.835.237,1.824.245.835.237,131.746.333.719,97.091.458.816,1.789.590.960.334,1.789.590.960.334,1824245835237.0,1824245835237.0,131746333719.0,97091458816.0,1789590960334.0,1789590960334.0
Vay ngắn hạn các cá nhân,Vay ngắn hạn các cá nhân,Vay ngắn hạn các cá nhân,252.888.819,252.888.819,-,-,252.888.819,252.888.819,252888819.0,252888819.0,,,252888819.0,252888819.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,1.823.992.946.418,1.823.992.946.418,131.746.333.719,97.091.458.816,1.789.338.071.515,1.789.338.071.515,1823992946418.0,1823992946418.0,131746333719.0,97091458816.0,1789338071515.0,1789338071515.0
- Ngân hàng NIB,- Ngân hàng NIB,- Ngân hàng NIB,535.559.487.544,535.559.487.544,-,58.713.858.217,594.273.345.761,594.273.345.761,535559487544.0,535559487544.0,,58713858217.0,594273345761.0,594273345761.0
- Quỹ tích lũy nợ Bộ Tài chính,- Quỹ tích lũy nợ Bộ Tài chính,- Quỹ tích lũy nợ Bộ Tài chính,975.161.114.198,975.161.114.198,-,12.496.556.835,987.657.671.033,987.657.671.033,975161114198.0,975161114198.0,,12496556835.0,987657671033.0,987657671033.0
- Ngân hàng Phát triển Châu Á - Vay thông thường,- Ngân hàng Phát triển Châu Á - Vay thông thường,- Ngân hàng Phát triển Châu Á - Vay thông thường,309.763.843.605,309.763.843.605,128.271.397.719,22.557.411.706,204.049.857.592,204.049.857.592,309763843605.0,309763843605.0,128271397719.0,22557411706.0,204049857592.0,204049857592.0
- Ngân hàng Phát triển Châu Á - Vay đặc biệt,- Ngân hàng Phát triển Châu Á - Vay đặc biệt,- Ngân hàng Phát triển Châu Á - Vay đặc biệt,3.508.501.071,3.508.501.071,3.474.936.000,3.323.632.058,3.357.197.129,3.357.197.129,3508501071.0,3508501071.0,3474936000.0,3323632058.0,3357197129.0,3357197129.0
b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,2.019.317.391.180,2.019.317.391.180,96.057.442.374,131.746.333.719,2.055.006.282.525,2.055.006.282.525,2019317391180.0,2019317391180.0,96057442374.0,131746333719.0,2055006282525.0,2055006282525.0
Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,2.019.317.391.180,2.019.317.391.180,96.057.442.374,131.746.333.719,2.055.006.282.525,2.055.006.282.525,2019317391180.0,2019317391180.0,96057442374.0,131746333719.0,2055006282525.0,2055006282525.0
- Ngân hàng Phát triển Châu Á - Vay thông thường,- Ngân hàng Phát triển Châu Á - Vay thông thường,- Ngân hàng Phát triển Châu Á - Vay thông thường,1.955.902.682.390,1.955.902.682.390,93.070.432.680,128.271.397.719,1.991.103.647.429,1.991.103.647.429,1955902682390.0,1955902682390.0,93070432680.0,128271397719.0,1991103647429.0,1991103647429.0
- Ngân hàng Phát triển Châu Á - Vay đặc biệt,- Ngân hàng Phát triển Châu Á - Vay đặc biệt,- Ngân hàng Phát triển Châu Á - Vay đặc biệt,63.414.708.790,63.414.708.790,2.987.009.694,3.474.936.000,63.902.635.096,63.902.635.096,63414708790.0,63414708790.0,2987009694.0,3474936000.0,63902635096.0,63902635096.0
Cộng,Cộng,Cộng,3.843.563.226.417,3.843.563.226.417,227.803.776.093,228.837.792.535,3.844.597.242.859,3.844.597.242.859,3843563226417.0,3843563226417.0,227803776093.0,228837792535.0,3844597242859.0,3844597242859.0
