row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
Công ty CP Tư vấn Sông Đà,Công ty CP Tư vấn Sông Đà,Công ty CP Tư vấn Sông Đà,Công ty CP Tư vấn Sông Đà,Công ty CP Tư vấn Sông Đà,,
Doanh thu cung cấp dịch vụ,Công ty CP Tư vấn Sông Đà > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,575.837.807,560.122.551,575837807.0,560122551.0
Chi phí giá vốn,Công ty CP Tư vấn Sông Đà > Chi phí giá vốn,Chi phí giá vốn,-,44.280.478,,44280478.0
Cổ tức đã nhận,Công ty CP Tư vấn Sông Đà > Cổ tức đã nhận,Cổ tức đã nhận,-,798.660.000,,798660000.0
Cổ tức phải thu,Công ty CP Tư vấn Sông Đà > Cổ tức phải thu,Cổ tức phải thu,665.550.000,-,665550000.0,
Công ty TNHH MTV Hạ tầng Sông Đà,Công ty TNHH MTV Hạ tầng Sông Đà,Công ty TNHH MTV Hạ tầng Sông Đà,Công ty TNHH MTV Hạ tầng Sông Đà,Công ty TNHH MTV Hạ tầng Sông Đà,,
Doanh thu cung cấp dịch vụ,Công ty TNHH MTV Hạ tầng Sông Đà > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,230.694.087,175.150.846,230694087.0,175150846.0
Công ty CP Sông Đà 2,Công ty CP Sông Đà 2,Công ty CP Sông Đà 2,Công ty CP Sông Đà 2,Công ty CP Sông Đà 2,,
Cổ tức đã nhận,Công ty CP Sông Đà 2 > Cổ tức đã nhận,Cổ tức đã nhận,-,3.528.000.000,,3528000000.0
Công ty CP Điện Việt Lào,Công ty CP Điện Việt Lào,Công ty CP Điện Việt Lào,Công ty CP Điện Việt Lào,Công ty CP Điện Việt Lào,,
Doanh thu cung cấp dịch vụ,Công ty CP Điện Việt Lào > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,1.072.890.763,801.861.036,1072890763.0,801861036.0
Lãi cho vay,Công ty CP Điện Việt Lào > Lãi cho vay,Lãi cho vay,49.899.089.169,55.294.907.751,49899089169.0,55294907751.0
Cổ tức đã nhận,Công ty CP Điện Việt Lào > Cổ tức đã nhận,Cổ tức đã nhận,384.300.808.000,224.690.070.000,384300808000.0,224690070000.0
Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,,
Doanh thu cung cấp dịch vụ,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,367.090.960,381.782.179,367090960.0,381782179.0
Công ty CP Cơ khí Lắp máy Sông Đà,Công ty CP Cơ khí Lắp máy Sông Đà,Công ty CP Cơ khí Lắp máy Sông Đà,Công ty CP Cơ khí Lắp máy Sông Đà,Công ty CP Cơ khí Lắp máy Sông Đà,,
Doanh thu phụ phí,Công ty CP Cơ khí Lắp máy Sông Đà > Doanh thu phụ phí,Doanh thu phụ phí,-,1.810.283.850,,1810283850.0
Chi phí giá vốn,Công ty CP Cơ khí Lắp máy Sông Đà > Chi phí giá vốn,Chi phí giá vốn,-,22.992.346.014,,22992346014.0
Lãi cho vay,Công ty CP Cơ khí Lắp máy Sông Đà > Lãi cho vay,Lãi cho vay,-,952.621,,952621.0
"Thu nợ gốc HĐ tín dụng, lãi vay, phí bảo lãnh, tiền thuê Văn phòng","Công ty CP Cơ khí Lắp máy Sông Đà > Thu nợ gốc HĐ tín dụng, lãi vay, phí bảo lãnh, tiền thuê Văn phòng","Thu nợ gốc HĐ tín dụng, lãi vay, phí bảo lãnh, tiền thuê Văn phòng",-,3.000.000.000,,3000000000.0
