row_label_raw,row_label_full,Ông Trần Anh Đức,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Phạm Đức Thành,Ông Phạm Đức Thành,Ông Phạm Đức Thành,Phó Tổng giám đốc,,,
Ông Nguyễn Văn Sơn,Ông Nguyễn Văn Sơn,Ông Nguyễn Văn Sơn,Phó Tổng giám đốc,Từ nhiệm ngày 19/04/2024,,
Ông Nguyễn Văn Thự,Ông Nguyễn Văn Thự,Ông Nguyễn Văn Thự,Phó Tổng giám đốc,,,
