row_label_raw,row_label_full,col_0,31/12/2024VND,01/01/2024VND,numeric__31/12/2024VND,numeric__01/01/2024VND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,3.138.597.339.889,3.084.258.483.180,3138597339889.0,3084258483180.0
- Phải thu các bên liên quan,- Phải thu các bên liên quan,- Phải thu các bên liên quan,732.938.229.391,698.615.139.837,732938229391.0,698615139837.0
+ Công ty CP Điện Việt Lào,+ Công ty CP Điện Việt Lào,+ Công ty CP Điện Việt Lào,719.149.386.696,689.250.297.527,719149386696.0,689250297527.0
+ Công ty CP Thủy điện Cần Đơn,+ Công ty CP Thủy điện Cần Đơn,+ Công ty CP Thủy điện Cần Đơn,5.752.419.275,4.984.623.302,5752419275.0,4984623302.0
+ Công ty CP Sông Đà 4,+ Công ty CP Sông Đà 4,+ Công ty CP Sông Đà 4,8.036.423.420,4.380.219.008,8036423420.0,4380219008.0
- Phải thu các tổ chức khác,- Phải thu các tổ chức khác,- Phải thu các tổ chức khác,2.405.659.110.498,2.385.643.343.343,2405659110498.0,2385643343343.0
+ Công ty CP Xi măng Hạ Long,+ Công ty CP Xi măng Hạ Long,+ Công ty CP Xi măng Hạ Long,2.369.555.925.071,2.347.540.157.916,2369555925071.0,2347540157916.0
+ Các đối tượng khác,+ Các đối tượng khác,+ Các đối tượng khác,36.103.185.427,38.103.185.427,36103185427.0,38103185427.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,666.211.542.974,678.480.165.161,666211542974.0,678480165161.0
- Phải thu các bên liên quan,- Phải thu các bên liên quan,- Phải thu các bên liên quan,139.250.438.082,141.824.978.428,139250438082.0,141824978428.0
+ Công ty CP Thủy điện Cần Đơn,+ Công ty CP Thủy điện Cần Đơn,+ Công ty CP Thủy điện Cần Đơn,87.031.524.919,88.640.610.297,87031524919.0,88640610297.0
+ Công ty CP Sông Đà 4,+ Công ty CP Sông Đà 4,+ Công ty CP Sông Đà 4,52.218.913.163,53.184.368.131,52218913163.0,53184368131.0
- Phải thu các tổ chức khác,- Phải thu các tổ chức khác,- Phải thu các tổ chức khác,526.961.104.892,536.655.186.733,526961104892.0,536655186733.0
+ Công ty Cổ phần Xi măng Hạ Long,+ Công ty Cổ phần Xi măng Hạ Long,+ Công ty Cổ phần Xi măng Hạ Long,526.861.104.892,536.555.186.733,526861104892.0,536555186733.0
+ Sở Xây dựng Sơn La,+ Sở Xây dựng Sơn La,+ Sở Xây dựng Sơn La,100.000.000,100.000.000,100000000.0,100000000.0
Cộng,Cộng,Cộng,3.804.808.882.863,3.762.738.648.341,3804808882863.0,3762738648341.0
