row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2024 VND,01/01/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__01/01/2024 VND
TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,100,,5.626.035.298.473,5.875.654.813.234,100.0,,5626035298473.0,5875654813234.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,481.306.921.723,843.909.844.663,110.0,4.0,481306921723.0,843909844663.0
Tiền,Tiền,Tiền,111,,450.181.921.723,634.709.844.663,111.0,,450181921723.0,634709844663.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,112,,31.125.000.000,209.200.000.000,112.0,,31125000000.0,209200000000.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,1.799.209.773.030,1.656.330.384.434,120.0,,1799209773030.0,1656330384434.0
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,6.1,172.618.561,172.618.561,121.0,61.0,172618561.0,172618561.0
Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,122.0,,,
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,6.2,1.799.037.154.469,1.656.157.765.873,123.0,62.0,1799037154469.0,1656157765873.0
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,3.323.779.909.719,3.335.833.011.202,130.0,,3323779909719.0,3335833011202.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,7,643.272.201.749,775.382.393.392,131.0,7.0,643272201749.0,775382393392.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,8,62.999.544.239,51.360.142.260,132.0,8.0,62999544239.0,51360142260.0
Phải thu nội bộ ngắn hạn,Phải thu nội bộ ngắn hạn,Phải thu nội bộ ngắn hạn,133,,-,-,133.0,,,
Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,134.0,,,
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,9,3.138.597.339.889,3.084.258.483.180,135.0,9.0,3138597339889.0,3084258483180.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,10,1.302.001.703.448,1.293.385.630.944,136.0,10.0,1302001703448.0,1293385630944.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,11,(1.823.090.879.606),(1.868.553.638.574),137.0,11.0,-1823090879606.0,-1868553638574.0
Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,-,-,139.0,,,
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,,-,1.763.412,140.0,,,1763412.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,-,1.763.412,141.0,,,1763412.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,-,-,149.0,,,
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,21.738.694.001,39.579.809.523,150.0,,21738694001.0,39579809523.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,5,2.496.007.616,3.054.100.650,151.0,5.0,2496007616.0,3054100650.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,19.101.812.749,19.740.182.849,152.0,,19101812749.0,19740182849.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,15,140.873.636,16.785.526.024,153.0,15.0,140873636.0,16785526024.0
Giao dịch mua bán lại trái phiếu,Giao dịch mua bán lại trái phiếu,Giao dịch mua bán lại trái phiếu,154,,-,-,154.0,,,
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,155,,-,-,155.0,,,
