row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
Công ty CP Thủy điện Nậm Chiến,Công ty CP Thủy điện Nậm Chiến,Công ty CP Thủy điện Nậm Chiến,Công ty CP Thủy điện Nậm Chiến,Công ty CP Thủy điện Nậm Chiến,,
Doanh thu cung cấp dịch vụ,Công ty CP Thủy điện Nậm Chiến > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,240.354.142,114.131.507,240354142.0,114131507.0
Công ty CP Thủy điện Cần Đơn,Công ty CP Thủy điện Cần Đơn,Công ty CP Thủy điện Cần Đơn,Công ty CP Thủy điện Cần Đơn,Công ty CP Thủy điện Cần Đơn,,
Chi phí giá vốn,Công ty CP Thủy điện Cần Đơn > Chi phí giá vốn,Chi phí giá vốn,333.063.431.754,241.125.548.073,333063431754.0,241125548073.0
Lãi cho vay,Công ty CP Thủy điện Cần Đơn > Lãi cho vay,Lãi cho vay,6.619.673.076,11.000.098.634,6619673076.0,11000098634.0
Cổ tức đã nhận,Công ty CP Thủy điện Cần Đơn > Cổ tức đã nhận,Cổ tức đã nhận,63.289.900.800,101.967.062.400,63289900800.0,101967062400.0
Công ty CP Đầu tư và Phát triển điện,Công ty CP Đầu tư và Phát triển điện,Công ty CP Đầu tư và Phát triển điện,Công ty CP Đầu tư và Phát triển điện,Công ty CP Đầu tư và Phát triển điện,,
Sê San 3A,Sê San 3A,Sê San 3A,Sê San 3A,Sê San 3A,,
Cổ tức phải thu,Sê San 3A > Cổ tức phải thu,Cổ tức phải thu,21.776.000.000,28.560.000.000,21776000000.0,28560000000.0
Cổ tức đã nhận,Sê San 3A > Cổ tức đã nhận,Cổ tức đã nhận,31.060.000.000,49.980.000.000,31060000000.0,49980000000.0
Công ty CP Sông Đà 4,Công ty CP Sông Đà 4,Công ty CP Sông Đà 4,Công ty CP Sông Đà 4,Công ty CP Sông Đà 4,,
Doanh thu công trình,Công ty CP Sông Đà 4 > Doanh thu công trình,Doanh thu công trình,-,693.371.339,,693371339.0
Chi phí Công trình,Công ty CP Sông Đà 4 > Chi phí Công trình,Chi phí Công trình,35.486.882.080,103.110.536.433,35486882080.0,103110536433.0
Doanh thu phí bảo lãnh,Công ty CP Sông Đà 4 > Doanh thu phí bảo lãnh,Doanh thu phí bảo lãnh,100.796.266,-,100796266.0,
Lãi cho vay,Công ty CP Sông Đà 4 > Lãi cho vay,Lãi cho vay,4.140.794.187,4.161.835.005,4140794187.0,4161835005.0
Công ty CP Sông Đà 5,Công ty CP Sông Đà 5,Công ty CP Sông Đà 5,Công ty CP Sông Đà 5,Công ty CP Sông Đà 5,,
Doanh thu khối lượng xây lắp phải thu,Công ty CP Sông Đà 5 > Doanh thu khối lượng xây lắp phải thu,Doanh thu khối lượng xây lắp phải thu,-,3.070.481.811,,3070481811.0
Doanh thu cung cấp dịch vụ,Công ty CP Sông Đà 5 > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,1.117.977.353,1.117.522.808,1117977353.0,1117522808.0
Chi phí giá vốn,Công ty CP Sông Đà 5 > Chi phí giá vốn,Chi phí giá vốn,1.476.302.921,1.088.314.576,1476302921.0,1088314576.0
Giảm trừ giá vốn,Công ty CP Sông Đà 5 > Giảm trừ giá vốn,Giảm trừ giá vốn,-,(526.456.916),,-526456916.0
Cổ tức đã nhận,Công ty CP Sông Đà 5 > Cổ tức đã nhận,Cổ tức đã nhận,10.009.008.000,12.511.260.000,10009008000.0,12511260000.0
Công ty CP Sông Đà 6,Công ty CP Sông Đà 6,Công ty CP Sông Đà 6,Công ty CP Sông Đà 6,Công ty CP Sông Đà 6,,
Chi phí Công trình,Công ty CP Sông Đà 6 > Chi phí Công trình,Chi phí Công trình,9.353.936.630,19.493.640.949,9353936630.0,19493640949.0
Công ty CP Sông Đà 9,Công ty CP Sông Đà 9,Công ty CP Sông Đà 9,Công ty CP Sông Đà 9,Công ty CP Sông Đà 9,,
Chi phí giá vốn công trình,Công ty CP Sông Đà 9 > Chi phí giá vốn công trình,Chi phí giá vốn công trình,17.710.030.886,82.300.097.193,17710030886.0,82300097193.0
Công ty CP Sông Đà 10,Công ty CP Sông Đà 10,Công ty CP Sông Đà 10,Công ty CP Sông Đà 10,Công ty CP Sông Đà 10,,
Doanh thu khối lượng xây lắp phải thu,Công ty CP Sông Đà 10 > Doanh thu khối lượng xây lắp phải thu,Doanh thu khối lượng xây lắp phải thu,-,3.057.214.197,,3057214197.0
Doanh thu phí bảo lãnh,Công ty CP Sông Đà 10 > Doanh thu phí bảo lãnh,Doanh thu phí bảo lãnh,307.703.646,-,307703646.0,
Doanh thu cung cấp dịch vụ,Công ty CP Sông Đà 10 > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,1.417.897.416,1.417.897.416,1417897416.0,1417897416.0
Chi phí giá vốn,Công ty CP Sông Đà 10 > Chi phí giá vốn,Chi phí giá vốn,54.910.416.990,103.463.494.858,54910416990.0,103463494858.0
