row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2024 VND,Năm 2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024 VND,numeric__Năm 2023 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,23,595.967.048.535,926.075.487.240,1.0,23.0,595967048535.0,926075487240.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,10,,595.967.048.535,926.075.487.240,10.0,,595967048535.0,926075487240.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,24,521.240.473.507,765.561.133.494,11.0,24.0,521240473507.0,765561133494.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,74.726.575.028,160.514.353.746,20.0,,74726575028.0,160514353746.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,25,790.984.801.339,986.512.674.303,21.0,25.0,790984801339.0,986512674303.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,26,369.472.487.024,739.413.694.845,22.0,26.0,369472487024.0,739413694845.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,228.220.568.578,287.206.191.012,23.0,,228220568578.0,287206191012.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,,-,-,25.0,,,
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,27,15.185.304.032,(392.318.636),26.0,27.0,15185304032.0,-392318636.0
Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,30,,481.053.585.311,408.005.651.840,30.0,,481053585311.0,408005651840.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,28,3.529.920.085,1.291.736.894,31.0,28.0,3529920085.0,1291736894.0
Chi phí khác,Chi phí khác,Chi phí khác,32,29,2.667.120,18.200.000,32.0,29.0,2667120.0,18200000.0
Lợi nhuận khác,Lợi nhuận khác,Lợi nhuận khác,40,,3.527.252.965,1.273.536.894,40.0,,3527252965.0,1273536894.0
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,50,,484.580.838.276,409.279.188.734,50.0,,484580838276.0,409279188734.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,30,19.052.368.666,12.532.422.167,51.0,30.0,19052368666.0,12532422167.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,52,31,(18.628.349.778),424.018.888,52.0,31.0,-18628349778.0,424018888.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,484.156.819.388,396.322.747.679,60.0,,484156819388.0,396322747679.0
