row_label_raw,row_label_full,col_0,"Nhà cửa, vật kiến trúc",Máy móc và thiết bị,"Phương tiện vận tải, truyền dẫn","Thiết bị, dụng cụ quản lý",Tài sản cố định khác,Cộng,"numeric__Nhà cửa, vật kiến trúc",numeric__Máy móc và thiết bị,"numeric__Phương tiện vận tải, truyền dẫn","numeric__Thiết bị, dụng cụ quản lý",numeric__Tài sản cố định khác,numeric__Cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,18.822.761.072,23.821.476.888,9.814.877.000,497.621.900,-,52.956.736.860,18822761072.0,23821476888.0,9814877000.0,497621900.0,,52956736860.0
Tăng TSCĐ từ Xây dựng cơ bản,Nguyên giá > Tăng TSCĐ từ Xây dựng cơ bản,Tăng TSCĐ từ Xây dựng cơ bản,-,3.657.600.000,-,-,-,3.657.600.000,,3657600000.0,,,,3657600000.0
Mua sắm mới trong năm,Nguyên giá > Mua sắm mới trong năm,Mua sắm mới trong năm,1.119.329.828,13.347.760.407,4.027.566.634,1.042.208.547,-,19.536.865.416,1119329828.0,13347760407.0,4027566634.0,1042208547.0,,19536865416.0
Tăng trong năm do chuyển Heo thành TSCĐ từ Xây dựng cơ bản,Nguyên giá > Tăng trong năm do chuyển Heo thành TSCĐ từ Xây dựng cơ bản,Tăng trong năm do chuyển Heo thành TSCĐ từ Xây dựng cơ bản,-,-,-,-,54.166.680.383,54.166.680.383,,,,,54166680383.0,54166680383.0
Tăng trong năm do chuyển Heo thành TSCĐ từ Chi phí trả trước,Nguyên giá > Tăng trong năm do chuyển Heo thành TSCĐ từ Chi phí trả trước,Tăng trong năm do chuyển Heo thành TSCĐ từ Chi phí trả trước,-,-,-,-,904.231.089,904.231.089,,,,,904231089.0,904231089.0
Giảm do thanh lý chuồng trại,Nguyên giá > Giảm do thanh lý chuồng trại,Giảm do thanh lý chuồng trại,-,(3.147.329.196),-,-,-,(3.147.329.196),,-3147329196.0,,,,-3147329196.0
Giảm do heo chết,Nguyên giá > Giảm do heo chết,Giảm do heo chết,-,-,-,-,(6.588.259.704),(6.588.259.704),,,,,-6588259704.0,-6588259704.0
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,19.942.090.900,37.679.508.099,13.842.443.634,1.539.830.447,48.482.651.768,121.486.524.848,19942090900.0,37679508099.0,13842443634.0,1539830447.0,48482651768.0,121486524848.0
Tài sản hết khấu hao nhưng vẫn đang sử dụng,Tài sản hết khấu hao nhưng vẫn đang sử dụng,Tài sản hết khấu hao nhưng vẫn đang sử dụng,-,-,-,-,-,-,,,,,,
Giá trị hao mòn,Giá trị hao mòn,Giá trị hao mòn,Giá trị hao mòn,Giá trị hao mòn,Giá trị hao mòn,Giá trị hao mòn,Giá trị hao mòn,Giá trị hao mòn,,,,,,
Số đầu năm,Giá trị hao mòn > Số đầu năm,Số đầu năm,2.497.602.382,3.818.974.511,1.922.816.673,83.723.787,-,8.323.117.353,2497602382.0,3818974511.0,1922816673.0,83723787.0,,8323117353.0
Khấu hao trong năm,Giá trị hao mòn > Khấu hao trong năm,Khấu hao trong năm,2.278.691.526,3.593.005.470,1.843.816.276,227.716.180,5.759.834.006,13.703.063.458,2278691526.0,3593005470.0,1843816276.0,227716180.0,5759834006.0,13703063458.0
Giảm do thanh lý chuồng trại,Giá trị hao mòn > Giảm do thanh lý chuồng trại,Giảm do thanh lý chuồng trại,-,(772.232.432),-,-,-,(772.232.432),,-772232432.0,,,,-772232432.0
Giảm do heo chết,Giá trị hao mòn > Giảm do heo chết,Giảm do heo chết,-,-,-,-,(631.193.962),(631.193.962),,,,,-631193962.0,-631193962.0
Số cuối năm,Giá trị hao mòn > Số cuối năm,Số cuối năm,4.776.293.908,6.639.747.549,3.766.632.949,311.439.967,5.128.640.044,20.622.754.417,4776293908.0,6639747549.0,3766632949.0,311439967.0,5128640044.0,20622754417.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,16.325.158.690,20.002.502.377,7.892.060.327,413.898.113,-,44.633.619.507,16325158690.0,20002502377.0,7892060327.0,413898113.0,,44633619507.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,15.165.796.992,31.039.760.550,10.075.810.685,1.228.390.480,43.354.011.724,100.863.770.431,15165796992.0,31039760550.0,10075810685.0,1228390480.0,43354011724.0,100863770431.0
