row_label_raw,row_label_full,col_0,Số đầu năm,Số tiền vay phát sinh trong năm,Số tiền vay đã trả trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số tiền vay phát sinh trong năm,numeric__Số tiền vay đã trả trong năm,numeric__Số cuối năm
Vay ngắn hạn Bến liên quan,Vay ngắn hạn Bến liên quan,Vay ngắn hạn Bến liên quan,-,33.700.000.000,(1.000.000.000),32.700.000.000,,33700000000.0,-1000000000.0,32700000000.0
Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,1.844.322.869.189,1.062.551.555.272,(2.906.874.424.461),-,1844322869189.0,1062551555272.0,-2906874424461.0,
Cộng,Cộng,Cộng,1.844.322.869.189,1.096.251.555.272,(2.907.874.424.461),32.700.000.000,1844322869189.0,1096251555272.0,-2907874424461.0,32700000000.0
