row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,130.000.000.000,(1.848.814.261),-,-,130000000000.0,-1848814261.0,,
Công ty TNHH Anh Vũ Phú Yên (1),Công ty TNHH Anh Vũ Phú Yên (1),Công ty TNHH Anh Vũ Phú Yên (1),50.000.000.000,(1.239.608),-,-,50000000000.0,-1239608.0,,
Công ty TNHH Chăn nuôi Bảo Ngọc (2),Công ty TNHH Chăn nuôi Bảo Ngọc (2),Công ty TNHH Chăn nuôi Bảo Ngọc (2),20.000.000.000,(1.163.959.696),-,-,20000000000.0,-1163959696.0,,
Công ty TNHH Sản xuất Thương mại Dịch vụ DV Chăn Nuôi Minh Thành (3),Công ty TNHH Sản xuất Thương mại Dịch vụ DV Chăn Nuôi Minh Thành (3),Công ty TNHH Sản xuất Thương mại Dịch vụ DV Chăn Nuôi Minh Thành (3),20.000.000.000,(683.614.957),-,-,20000000000.0,-683614957.0,,
Công ty TNHH Sản xuất Thương mại Dịch vụ Bắc An Khánh (4),Công ty TNHH Sản xuất Thương mại Dịch vụ Bắc An Khánh (4),Công ty TNHH Sản xuất Thương mại Dịch vụ Bắc An Khánh (4),20.000.000.000,-,-,-,20000000000.0,,,
Công ty TNHH Sản xuất Thương mại Dịch vụ Đông An Khánh (5),Công ty TNHH Sản xuất Thương mại Dịch vụ Đông An Khánh (5),Công ty TNHH Sản xuất Thương mại Dịch vụ Đông An Khánh (5),20.000.000.000,-,-,-,20000000000.0,,,
Đầu tư vào công ty liên doanh,Đầu tư vào công ty liên doanh,Đầu tư vào công ty liên doanh,34.624.187.416,-,14.983.824.894,-,34624187416.0,,14983824894.0,
Myanmar BAF Joint Venture Company Limited (6),Myanmar BAF Joint Venture Company Limited (6),Myanmar BAF Joint Venture Company Limited (6),34.624.187.416,-,14.983.824.894,-,34624187416.0,,14983824894.0,
Cộng,Cộng,Cộng,164.624.187.416,(1.848.814.261),14.983.824.894,-,164624187416.0,-1848814261.0,14983824894.0,
