row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,65.353.606.034,-,-,-,65353606034.0,,,
Công ty TNHH Sản xuấtThương mại Dịch vụ Chăn NuôiMinh Thành (1),Công ty TNHH Sản xuấtThương mại Dịch vụ Chăn NuôiMinh Thành (1),Công ty TNHH Sản xuấtThương mại Dịch vụ Chăn NuôiMinh Thành (1),46.898.000.000,-,-,-,46898000000.0,,,
Công ty TNHH Chăn nuôi BảoNgọc (2),Công ty TNHH Chăn nuôi BảoNgọc (2),Công ty TNHH Chăn nuôi BảoNgọc (2),14.255.606.034,-,-,-,14255606034.0,,,
Công ty TNHH Sản xuấtThương mại Dịch vụ Bắc AnKhánh (3),Công ty TNHH Sản xuấtThương mại Dịch vụ Bắc AnKhánh (3),Công ty TNHH Sản xuấtThương mại Dịch vụ Bắc AnKhánh (3),2.400.000.000,-,-,-,2400000000.0,,,
Công ty TNHH Sản xuấtThương mại Dịch vụ Đông AnKhánh (4),Công ty TNHH Sản xuấtThương mại Dịch vụ Đông AnKhánh (4),Công ty TNHH Sản xuấtThương mại Dịch vụ Đông AnKhánh (4),1.800.000.000,-,-,-,1800000000.0,,,
Phải thu các tổ chức và cánhân khác,Phải thu các tổ chức và cánhân khác,Phải thu các tổ chức và cánhân khác,4.380.000.000,-,-,-,4380000000.0,,,
Công ty TNHH Đầu Tư TrangTrại Xanh 1 (5),Công ty TNHH Đầu Tư TrangTrại Xanh 1 (5),Công ty TNHH Đầu Tư TrangTrại Xanh 1 (5),1.440.000.000,-,-,-,1440000000.0,,,
Công ty TNHH Đầu Tư TrangTrại Xanh 2 (6),Công ty TNHH Đầu Tư TrangTrại Xanh 2 (6),Công ty TNHH Đầu Tư TrangTrại Xanh 2 (6),1.140.000.000,-,-,-,1140000000.0,,,
Công ty TNHH Chăn Nuôi NamAn Khánh (7),Công ty TNHH Chăn Nuôi NamAn Khánh (7),Công ty TNHH Chăn Nuôi NamAn Khánh (7),1.800.000.000,-,-,-,1800000000.0,,,
Cộng,Cộng,Cộng,69.733.606.034,-,-,-,69733606034.0,,,
