row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Phải trả các bên liên quan,Phải trả các bên liên quan,Phải trả các bên liên quan,220.000.000,-,220000000.0,
Công ty TNHH Chăn nuôi Bảo Ngọc,Công ty TNHH Chăn nuôi Bảo Ngọc,Công ty TNHH Chăn nuôi Bảo Ngọc,220.000.000,-,220000000.0,
Phải trả các nhà cung cấp khác,Phải trả các nhà cung cấp khác,Phải trả các nhà cung cấp khác,4.527.178.385.111,4.104.526.041.161,4527178385111.0,4104526041161.0
Công ty Cổ phần CBOT Việt Nam,Công ty Cổ phần CBOT Việt Nam,Công ty Cổ phần CBOT Việt Nam,193.033.011.407,442.418.518.572,193033011407.0,442418518572.0
Công ty Cổ phần Logistics Hong Kong,Công ty Cổ phần Logistics Hong Kong,Công ty Cổ phần Logistics Hong Kong,37.445.568.672,824.261.093.320,37445568672.0,824261093320.0
Công ty Cổ phần xuất nhập khẩu rau quả,Công ty Cổ phần xuất nhập khẩu rau quả,Công ty Cổ phần xuất nhập khẩu rau quả,-,205.429.490.540,,205429490540.0
Công ty Cổ phần CHIPSGOOD - VEGETEXCO,Công ty Cổ phần CHIPSGOOD - VEGETEXCO,Công ty Cổ phần CHIPSGOOD - VEGETEXCO,460.485.273.851,523.665.447.752,460485273851.0,523665447752.0
Công ty Cổ phần kinh doanh thương mại Thịnh Phát,Công ty Cổ phần kinh doanh thương mại Thịnh Phát,Công ty Cổ phần kinh doanh thương mại Thịnh Phát,410.855.568.430,-,410855568430.0,
Công ty Cổ Phần XNK Thủ Công Mỹ Nghệ,Công ty Cổ Phần XNK Thủ Công Mỹ Nghệ,Công ty Cổ Phần XNK Thủ Công Mỹ Nghệ,505.977.716.870,-,505977716870.0,
Công ty TNHH Đầu tư Kinh doanh và phát triển thương mại Minh Đức,Công ty TNHH Đầu tư Kinh doanh và phát triển thương mại Minh Đức,Công ty TNHH Đầu tư Kinh doanh và phát triển thương mại Minh Đức,204.953.134.880,-,204953134880.0,
Công ty Cổ phần Nông sản Caivi Việt Nam,Công ty Cổ phần Nông sản Caivi Việt Nam,Công ty Cổ phần Nông sản Caivi Việt Nam,265.227.041.600,-,265227041600.0,
Công ty Cổ Phần Nông Nghiệp An Điền,Công ty Cổ Phần Nông Nghiệp An Điền,Công ty Cổ Phần Nông Nghiệp An Điền,191.970.337.500,-,191970337500.0,
Công ty Cổ phần Otran Logistics,Công ty Cổ phần Otran Logistics,Công ty Cổ phần Otran Logistics,495.213.428.400,-,495213428400.0,
Công ty Cổ phần Gạo Vì Dân,Công ty Cổ phần Gạo Vì Dân,Công ty Cổ phần Gạo Vì Dân,111.808.684.100,-,111808684100.0,
Công ty TNHH Sản xuất Thương mại Dịch vụ Sơn Hưng,Công ty TNHH Sản xuất Thương mại Dịch vụ Sơn Hưng,Công ty TNHH Sản xuất Thương mại Dịch vụ Sơn Hưng,194.641.918.800,-,194641918800.0,
Công ty Cổ phần Sản xuất Thương mại và Dịch vụ Tân Mai,Công ty Cổ phần Sản xuất Thương mại và Dịch vụ Tân Mai,Công ty Cổ phần Sản xuất Thương mại và Dịch vụ Tân Mai,149.271.439.260,-,149271439260.0,
Công ty Cổ phần Sản xuất Bao Bì và Xuất nhập Khẩu Hà Nội,Công ty Cổ phần Sản xuất Bao Bì và Xuất nhập Khẩu Hà Nội,Công ty Cổ phần Sản xuất Bao Bì và Xuất nhập Khẩu Hà Nội,136.979.006.320,-,136979006320.0,
"Tổng Công ty Rau quả, nông sản - Công ty Cổ phần","Tổng Công ty Rau quả, nông sản - Công ty Cổ phần","Tổng Công ty Rau quả, nông sản - Công ty Cổ phần",301.114.071.950,36.281.531.572,301114071950.0,36281531572.0
Tổng Công ty Vật tư Nông nghiệp - Công ty Cổ phần,Tổng Công ty Vật tư Nông nghiệp - Công ty Cổ phần,Tổng Công ty Vật tư Nông nghiệp - Công ty Cổ phần,58.412.641.200,540.874.493.899,58412641200.0,540874493899.0
Công ty Cổ phần Nông sản Bờ biển Ngà,Công ty Cổ phần Nông sản Bờ biển Ngà,Công ty Cổ phần Nông sản Bờ biển Ngà,468.332.271.977,428.350.120.770,468332271977.0,428350120770.0
Công ty Cổ phần Vật tư Nông nghiệp I Hải Phòng,Công ty Cổ phần Vật tư Nông nghiệp I Hải Phòng,Công ty Cổ phần Vật tư Nông nghiệp I Hải Phòng,-,289.978.983.120,,289978983120.0
Công ty TNHH xuất nhập khẩu nông lâm sản Thái Nguyên,Công ty TNHH xuất nhập khẩu nông lâm sản Thái Nguyên,Công ty TNHH xuất nhập khẩu nông lâm sản Thái Nguyên,235.818.351.500,468.882.027.270,235818351500.0,468882027270.0
Công ty Cổ phần Cảng Quảng Ninh,Công ty Cổ phần Cảng Quảng Ninh,Công ty Cổ phần Cảng Quảng Ninh,-,261.012.318.640,,261012318640.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,105.638.918.394,83.372.015.706,105638918394.0,83372015706.0
Cộng,Cộng,Cộng,4.527.398.385.111,4.104.526.041.161,4527398385111.0,4104526041161.0
