row_label_raw,row_label_full,Giá trị còn lại Heo nái chết,Năm nay > 5.957.065.742,Năm trước > -,numeric__Năm nay > 5.957.065.742,numeric__Năm trước > -
Thuế GTGT không được khấu trừ,Thuế GTGT không được khấu trừ,Thuế GTGT không được khấu trừ,-,1.879.402.977,,1879402977.0
Chi phí khác,Chi phí khác,Chi phí khác,289.763.327,12.024.099,289763327.0,12024099.0
Cộng,Cộng,Cộng,6.246.829.069,1.891.427.076,6246829069.0,1891427076.0
