row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Đặt cọc tiền thuê trại,Đặt cọc tiền thuê trại,Đặt cọc tiền thuê trại,62.970.000.000,,64.950.000.000,-,62970000000.0,,64950000000.0,
Công ty TNHH Thương mại dịch vụ Thái Sơn Thư (1),Công ty TNHH Thương mại dịch vụ Thái Sơn Thư (1),Công ty TNHH Thương mại dịch vụ Thái Sơn Thư (1),-,-,7.620.000.000,-,,,7620000000.0,
Công ty TNHH Chăn Nuôi Phú Thịnh (2),Công ty TNHH Chăn Nuôi Phú Thịnh (2),Công ty TNHH Chăn Nuôi Phú Thịnh (2),11.280.000.000,-,11.280.000.000,-,11280000000.0,,11280000000.0,
Công ty TNHH Chăn nuôi Công Minh Hòa Hội (3),Công ty TNHH Chăn nuôi Công Minh Hòa Hội (3),Công ty TNHH Chăn nuôi Công Minh Hòa Hội (3),13.440.000.000,-,13.440.000.000,-,13440000000.0,,13440000000.0,
Công ty TNHH MTV Sản xuất Thương Mại Kim Hội (4),Công ty TNHH MTV Sản xuất Thương Mại Kim Hội (4),Công ty TNHH MTV Sản xuất Thương Mại Kim Hội (4),11.280.000.000,-,11.280.000.000,-,11280000000.0,,11280000000.0,
Công ty TNHH Đầu Tư Lê Hà (5),Công ty TNHH Đầu Tư Lê Hà (5),Công ty TNHH Đầu Tư Lê Hà (5),9.000.000.000,-,9.000.000.000,-,9000000000.0,,9000000000.0,
Công ty TNHH Chăn nuôi Bình Sơn (6),Công ty TNHH Chăn nuôi Bình Sơn (6),Công ty TNHH Chăn nuôi Bình Sơn (6),8.640.000.000,-,3.000.000.000,-,8640000000.0,,3000000000.0,
Bà Mai Thị Thước (7),Bà Mai Thị Thước (7),Bà Mai Thị Thước (7),6.030.000.000,-,6.030.000.000,-,6030000000.0,,6030000000.0,
Ông Hoàng Việt Hùng,Ông Hoàng Việt Hùng,Ông Hoàng Việt Hùng,-,-,3.300.000.000,-,,,3300000000.0,
Bà Trần Thị Thu Hương (8),Bà Trần Thị Thu Hương (8),Bà Trần Thị Thu Hương (8),3.300.000.000,-,-,-,3300000000.0,,,
Phải thu khác,Phải thu khác,Phải thu khác,3.499.400.000,-,3.019.400.000,-,3499400000.0,,3019400000.0,
Cộng,Cộng,Cộng,66.469.400.000,-,67.969.400.000,-,66469400000.0,,67969400000.0,
