row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Lợi nhuận sau thuế chưa phân phối,Cộng,numeric__Vốn góp của chủ sở hữu,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Cộng
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,100.000.000.000,6.801.415.924,106.801.415.924,100000000000.0,6801415924.0,106801415924.0
Lợi nhuận trong năm trước,Lợi nhuận trong năm trước,Lợi nhuận trong năm trước,-,12.960.204.739,12.960.204.739,,12960204739.0,12960204739.0
Số dư cuối năm trước,Số dư cuối năm trước,Số dư cuối năm trước,100.000.000.000,19.761.620.663,119.761.620.663,100000000000.0,19761620663.0,119761620663.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,100.000.000.000,19.761.620.663,119.761.620.663,100000000000.0,19761620663.0,119761620663.0
Tăng vốn trong năm nay (*),Tăng vốn trong năm nay (*),Tăng vốn trong năm nay (*),400.000.000.000,-,400.000.000.000,400000000000.0,,400000000000.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,45.944.623.137,45.944.623.137,,45944623137.0,45944623137.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,500.000.000.000,65.706.243.800,565.706.243.800,500000000000.0,65706243800.0,565706243800.0
