row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Dự án Khu du lịch Đô thị Sinh thái Đại Phước (i),Dự án Khu du lịch Đô thị Sinh thái Đại Phước (i),Dự án Khu du lịch Đô thị Sinh thái Đại Phước (i),758.085.388.285,823.210.933.139,758085388285.0,823210933139.0
Dự án Chung cư B13 - Vũng Tàu Gateway,Dự án Chung cư B13 - Vũng Tàu Gateway,Dự án Chung cư B13 - Vũng Tàu Gateway,472.990.458.522,263.950.603.558,472990458522.0,263950603558.0
Dự án Khu đô thị mới Nam Vĩnh Yên (i),Dự án Khu đô thị mới Nam Vĩnh Yên (i),Dự án Khu đô thị mới Nam Vĩnh Yên (i),537.323.619.060,949.330.409.408,537323619060.0,949330409408.0
Dự án Khu căn hộ Cao cấp DIC Phoenix,Dự án Khu căn hộ Cao cấp DIC Phoenix,Dự án Khu căn hộ Cao cấp DIC Phoenix,229.227.498.155,765.042.848.033,229227498155.0,765042848033.0
Dự án Khách sạn DIC Star - Vĩnh Yên,Dự án Khách sạn DIC Star - Vĩnh Yên,Dự án Khách sạn DIC Star - Vĩnh Yên,186.097.995.135,42.455.949.624,186097995135.0,42455949624.0
Dự án Cơ sở Hạ tầng Khu trung tâm Chí Linh - Vũng Tàu (i),Dự án Cơ sở Hạ tầng Khu trung tâm Chí Linh - Vũng Tàu (i),Dự án Cơ sở Hạ tầng Khu trung tâm Chí Linh - Vũng Tàu (i),161.160.752.643,127.633.595.584,161160752643.0,127633595584.0
"Dự án Khu dân cư Phường 4, Hậu Giang (i)","Dự án Khu dân cư Phường 4, Hậu Giang (i)","Dự án Khu dân cư Phường 4, Hậu Giang (i)",107.096.935.492,105.562.524.830,107096935492.0,105562524830.0
"Dự án Khu dân cư Hiệp Phước, Nhơn Trạch","Dự án Khu dân cư Hiệp Phước, Nhơn Trạch","Dự án Khu dân cư Hiệp Phước, Nhơn Trạch",97.979.075.670,121.135.768.091,97979075670.0,121135768091.0
Dự án Khu phức hợp Cap Saint Jacques,Dự án Khu phức hợp Cap Saint Jacques,Dự án Khu phức hợp Cap Saint Jacques,40.637.097.533,2.894.229.758,40637097533.0,2894229758.0
"Dự án Khu du lịch Long Tân, Nhơn Trạch","Dự án Khu du lịch Long Tân, Nhơn Trạch","Dự án Khu du lịch Long Tân, Nhơn Trạch",15.357.058.742,8.711.187.773,15357058742.0,8711187773.0
"Dự án Khu đô thị Đường 51B, Vũng Tàu","Dự án Khu đô thị Đường 51B, Vũng Tàu","Dự án Khu đô thị Đường 51B, Vũng Tàu",4.702.913.234,2.358.537.215,4702913234.0,2358537215.0
Các dự án khác,Các dự án khác,Các dự án khác,16.928.158.842,9.743.719.878,16928158842.0,9743719878.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.627.586.951.313,3.222.030.306.891,2627586951313.0,3222030306891.0
