row_label_raw,row_label_full,col_0,VND,numeric__VND
Tài sản,Tài sản,Tài sản,386.060.160.890,386060160890.0
Tài sản ngắn hạn,Tài sản ngắn hạn,Tài sản ngắn hạn,200.167.466.950,200167466950.0
Tài sản dài hạn,Tài sản dài hạn,Tài sản dài hạn,185.892.693.940,185892693940.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,396.057.961.190,396057961190.0
Nợ phải trả ngắn hạn,Nợ phải trả ngắn hạn,Nợ phải trả ngắn hạn,394.532.261.190,394532261190.0
Nợ phải trả dài hạn,Nợ phải trả dài hạn,Nợ phải trả dài hạn,1.525.700.000,1525700000.0
Tổng tài sản thuần,Tổng tài sản thuần,Tổng tài sản thuần,(9.997.800.300),-9997800300.0
Cổ đông không kiểm soát,Cổ đông không kiểm soát,Cổ đông không kiểm soát,1.096.444.873,1096444873.0
Lợi thế thương mại từ hợp nhất kinh doanh (Thuyết minh số 4.2),Lợi thế thương mại từ hợp nhất kinh doanh (Thuyết minh số 4.2),Lợi thế thương mại từ hợp nhất kinh doanh (Thuyết minh số 4.2),49.639.393.121,49639393121.0
Tổng chi phí đầu tư thêm,Tổng chi phí đầu tư thêm,Tổng chi phí đầu tư thêm,40.738.037.694,40738037694.0
