row_label_raw,row_label_full,"Công ty Cổ phần Đầu tư Phát triển Phương Nam (""Phương Nam"")","Loại hình kinh doanh > Du lịch, khách sạn",Số cuối năm > Giá trị > 74.743.013.022,"Số cuối năm > % > 48,88%",Số đầu năm > Giá trị > 92.083.217.607,"Số đầu năm > % > 43,00%","numeric__Loại hình kinh doanh > Du lịch, khách sạn",numeric__Số cuối năm > Giá trị > 74.743.013.022,"numeric__Số cuối năm > % > 48,88%",numeric__Số đầu năm > Giá trị > 92.083.217.607,"numeric__Số đầu năm > % > 43,00%"
"Công ty Cổ phần DIC Số 4 (""DIC Số 4"")","Công ty Cổ phần DIC Số 4 (""DIC Số 4"")","Công ty Cổ phần DIC Số 4 (""DIC Số 4"")",Xây lắp,37.876.886.348,"20,86%",-,,,37876886348.0,0.2086,,
"Công ty Cổ phần Đầu tư Phát triển Xây dựng Bê Tông (""Bê tông"")","Công ty Cổ phần Đầu tư Phát triển Xây dựng Bê Tông (""Bê tông"")","Công ty Cổ phần Đầu tư Phát triển Xây dựng Bê Tông (""Bê tông"")",Sản xuất bề tông,,"36,00%",28.850.896.591,"36,00%",,,0.36,28850896591.0,0.36
"Công ty Cổ phần Đầu tư Phát triển Xây dựng Du lịch Thể thao Vũng Tàu (""Thể thao"")","Công ty Cổ phần Đầu tư Phát triển Xây dựng Du lịch Thể thao Vũng Tàu (""Thể thao"")","Công ty Cổ phần Đầu tư Phát triển Xây dựng Du lịch Thể thao Vũng Tàu (""Thể thao"")",Du lịch,30.038.468.692,,,,,30038468692.0,,,
"Công ty Cổ phần Bất động sản DIC (""BĐS DIC"")","Công ty Cổ phần Bất động sản DIC (""BĐS DIC"")","Công ty Cổ phần Bất động sản DIC (""BĐS DIC"")",Bất động sản,15.659.665.445,"23,92%",17.239.348.045,"23,92%",,15659665445.0,0.23920000000000002,17239348045.0,0.23920000000000002
"Công ty Cổ phần DIC Toàn Cầu (trước đây là Công ty TNHH Quản lý Khai thác Tài sản DIC Bình Minh) (""Bình Minh"")","Công ty Cổ phần DIC Toàn Cầu (trước đây là Công ty TNHH Quản lý Khai thác Tài sản DIC Bình Minh) (""Bình Minh"")","Công ty Cổ phần DIC Toàn Cầu (trước đây là Công ty TNHH Quản lý Khai thác Tài sản DIC Bình Minh) (""Bình Minh"")","Tư vấn, môi giới bất động sản",11.298.427.433,"42,67%",6.117.279.165,"42,67%",,11298427433.0,0.4267,6117279165.0,0.4267
"Công ty Cổ phần Đầu tư Việt Thiên Lâm (""Việt Thiên Lâm"")","Công ty Cổ phần Đầu tư Việt Thiên Lâm (""Việt Thiên Lâm"")","Công ty Cổ phần Đầu tư Việt Thiên Lâm (""Việt Thiên Lâm"")",Bất động sản,1.970.487.079,"49,00%",-,,,1970487079.0,0.49,,
"Công ty Cổ phần Đầu tư Phát triển Xây dựng Hội An (""Hội An"")","Công ty Cổ phần Đầu tư Phát triển Xây dựng Hội An (""Hội An"")","Công ty Cổ phần Đầu tư Phát triển Xây dựng Hội An (""Hội An"")",Xây lắp,-,,15.660.080.897,"29,97%",,,,15660080897.0,0.29969999999999997
"Công ty Cổ phần Gạch men Anh em (""Anh em"")","Công ty Cổ phần Gạch men Anh em (""Anh em"")","Công ty Cổ phần Gạch men Anh em (""Anh em"")",Sản xuất gạch men,-,,1.618.046.920,"40,83%",,,,1618046920.0,0.4083
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,171.586.948.019,,245.034.714.319,,,171586948019.0,,245034714319.0,
