row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,107.969.204.566,65.982.225.503,107969204566.0,65982225503.0
Chi phí môi giới,Chi phí môi giới,Chi phí môi giới,53.236.303.539,25.315.195.324,53236303539.0,25315195324.0
Chi phí lượng nhân viên,Chi phí lượng nhân viên,Chi phí lượng nhân viên,22.384.036.565,17.500.622.607,22384036565.0,17500622607.0
Chi phí mua ngoài,Chi phí mua ngoài,Chi phí mua ngoài,8.327.406.333,6.364.055.125,8327406333.0,6364055125.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",7.496.409.284,5.090.156.207,7496409284.0,5090156207.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,5.652.807.425,3.170.781.646,5652807425.0,3170781646.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,1.972.934.462,840.101.818,1972934462.0,840101818.0
Chi phí khác,Chi phí khác,Chi phí khác,8.899.306.958,7.701.312.776,8899306958.0,7701312776.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,142.520.178.119,93.751.545.087,142520178119.0,93751545087.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,68.570.036.323,56.412.368.754,68570036323.0,56412368754.0
Chi phí giao tế,Chi phí giao tế,Chi phí giao tế,30.003.702.226,7.430.411.234,30003702226.0,7430411234.0
Chi phí mua ngoài,Chi phí mua ngoài,Chi phí mua ngoài,4.754.402.587,1.857.542.494,4754402587.0,1857542494.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,5.792.644.315,3.220.430.999,5792644315.0,3220430999.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",3.203.627.676,1.474.791.728,3203627676.0,1474791728.0
Chi phí khác,Chi phí khác,Chi phí khác,30.195.764.992,23.355.999.878,30195764992.0,23355999878.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,250.489.382.685,159.733.770.590,250489382685.0,159733770590.0
